StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,two_choices,three_choices,comp1,comp2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,ses,ses_8_TEXT,FL_9_DO
1/6/23 12:51,1/6/23 12:53,0,192.69.180.146,100,91,1,1/6/23 12:53,R_2UVZE1Fj6mxnYyg,,,,,38.0012,-84.5325,anonymous,EN,2,2,2,2,,2,3,2,,2,,32,1,,two_choices
1/6/23 12:51,1/6/23 12:53,0,47.188.104.119,100,130,1,1/6/23 12:53,R_3rM3E1FHRaBXeqm,,,,,32.915,-96.6751,anonymous,EN,2,1,2,,3,3,3,2,,4,,23,3,,three_choices
1/6/23 12:52,1/6/23 12:53,0,172.58.123.219,100,78,1,1/6/23 12:53,R_ZlZNEUt0GFfQv9D,,,,,42.4257,-83.1522,anonymous,EN,2,2,2,,3,2,2,2,,3,,31,1,,three_choices
1/6/23 12:49,1/6/23 12:53,0,24.190.120.199,100,239,1,1/6/23 12:53,R_sGOc9ENC14Y9WXn,,,,,41.0743,-73.4804,anonymous,EN,2,2,1,,3,2,3,1,,3,,57,5,,three_choices
1/6/23 12:52,1/6/23 12:53,0,100.1.252.85,100,80,1,1/6/23 12:53,R_1GCDS5p7NtLJiSP,,,,,40.6496,-74.3505,anonymous,EN,2,2,2,,3,2,2,1,,3,,38,3,,three_choices
1/6/23 12:52,1/6/23 12:54,0,67.183.167.84,100,111,1,1/6/23 12:54,R_2uWzJlhCdDoZBGk,,,,,47.3014,-122.6062,anonymous,EN,2,2,2,1,,2,2,2,,5,,25,3,,two_choices
1/6/23 12:52,1/6/23 12:54,0,71.31.103.19,100,99,1,1/6/23 12:54,R_1kH7CeUEpGaEbZD,,,,,34.1151,-83.5749,anonymous,EN,2,2,2,1,,2,2,2,,3,,22,4,,two_choices
1/6/23 12:53,1/6/23 12:55,0,107.77.232.165,100,167,1,1/6/23 12:55,R_3hFnqwu2wc665mM,,,,,33.7485,-84.3871,anonymous,EN,2,2,2,,3,2,2,2,,3,,47,5,,three_choices
1/6/23 12:54,1/6/23 12:56,0,71.181.77.249,100,85,1,1/6/23 12:56,R_PNeGjC2q8Z02OTn,,,,,44.6925,-73.0271,anonymous,EN,2,2,2,,3,2,2,4,NB,5,,38,3,,three_choices
1/6/23 12:56,1/6/23 12:56,0,72.80.85.48,100,4,1,1/6/23 12:56,R_2786i8fACeCQFJJ,,,,,40.6764,-73.8753,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 12:53,1/6/23 12:56,0,156.146.38.250,100,154,1,1/6/23 12:56,R_1E4XTvC9ZeqPRSu,,,,,32.7797,-96.8022,anonymous,EN,2,2,2,2,,2,3,1,,3,,48,7,,two_choices
1/6/23 12:55,1/6/23 12:56,0,65.49.248.149,100,68,1,1/6/23 12:56,R_1ZeX8fFUNRD4tJT,,,,,42.1894,-85.5716,anonymous,EN,2,2,1,,3,3,3,2,,4,,21,3,,three_choices
1/6/23 12:56,1/6/23 12:57,0,72.80.85.48,100,75,1,1/6/23 12:57,R_2OSGMWCt7K4KLAF,,,,,40.6764,-73.8753,anonymous,EN,2,2,2,1,,2,2,1,,2,,19,3,,two_choices
1/6/23 12:56,1/6/23 12:57,0,73.117.48.141,100,97,1,1/6/23 12:57,R_33kZdAULw0F81Hq,,,,,40.4324,-79.9247,anonymous,EN,2,2,2,1,,2,2,2,,3,,22,3,,two_choices
1/6/23 12:56,1/6/23 12:57,0,73.158.64.105,100,76,1,1/6/23 12:57,R_A6Z2hTam5cdbBMl,,,,,37.5625,-122.0004,anonymous,EN,2,2,2,1,,2,2,2,,2,,23,4,,two_choices
1/6/23 12:56,1/6/23 12:58,0,73.190.76.174,100,109,1,1/6/23 12:58,R_29gd7qRWXQIPaXQ,,,,,45.5397,-122.9638,anonymous,EN,2,2,2,,3,2,2,1,,2,,30,4,,three_choices
1/6/23 12:56,1/6/23 12:58,0,172.58.3.225,100,104,1,1/6/23 12:58,R_3PzPhnSd9oFNbNj,,,,,33.8229,-84.3535,anonymous,EN,2,2,2,,3,2,2,2,,1,,23,4,,three_choices
1/6/23 12:57,1/6/23 12:58,0,107.122.157.141,100,92,1,1/6/23 12:58,R_2ticEN88P0L8mJu,,,,,40.7828,-73.9745,anonymous,EN,2,2,2,,3,3,3,1,,4,,35,4,,three_choices
1/6/23 12:57,1/6/23 12:59,0,47.203.45.102,100,126,1,1/6/23 12:59,R_23ZZK21YHrHaCrj,,,,,27.935,-82.3772,anonymous,EN,2,2,2,1,,3,1,2,,3,,32,3,,two_choices
1/6/23 12:56,1/6/23 12:59,0,75.175.138.233,100,187,1,1/6/23 12:59,R_0kSL3TlcSH53fEZ,,,,,36.0861,-115.2541,anonymous,EN,2,2,2,2,,2,1,2,,3,,35,1,,two_choices
1/6/23 12:58,1/6/23 13:00,0,73.118.34.208,100,122,1,1/6/23 13:00,R_1nTrwgVeWPJv2Ua,,,,,30.4908,-84.3158,anonymous,EN,2,2,2,,3,3,2,1,,3,,32,4,,three_choices
1/6/23 12:58,1/6/23 13:00,0,50.240.188.146,100,83,1,1/6/23 13:00,R_33wN91YcSk4gVPg,,,,,41.8732,-88.0002,anonymous,EN,2,2,2,1,,2,2,1,,3,,37,5,,two_choices
1/6/23 12:56,1/6/23 13:00,0,174.97.209.31,100,211,1,1/6/23 13:00,R_2bPjHz0Jh70x639,,,,,37.7548,-84.2985,anonymous,EN,2,2,2,,3,2,2,3,,3,,22,3,,three_choices
1/6/23 12:56,1/6/23 13:00,0,99.99.202.30,100,270,1,1/6/23 13:01,R_2fxkpgQ8slEDwpH,,,,,43.0128,-83.6967,anonymous,EN,2,2,2,1,,2,2,2,,5,,20,1,,two_choices
1/6/23 13:39,1/6/23 13:40,0,140.82.187.220,100,75,1,1/6/23 13:40,R_25yh0LFim924l7b,,,,,42.3937,-92.4522,anonymous,EN,2,2,2,,3,2,3,2,,3,,38,3,,three_choices
1/6/23 13:39,1/6/23 13:41,0,173.3.83.245,100,103,1,1/6/23 13:41,R_3RpUPiqifJ2orZq,,,,,41.0918,-73.5247,anonymous,EN,2,2,2,,3,2,1,1,,3,,21,3,,three_choices
1/6/23 13:40,1/6/23 13:42,0,165.225.62.7,100,103,1,1/6/23 13:42,R_1DLOlSaXZfXbLtR,,,,,41.8764,-87.6133,anonymous,EN,2,2,2,1,,2,3,1,,3,,40,4,,two_choices
1/6/23 13:41,1/6/23 13:42,0,99.114.100.215,100,71,1,1/6/23 13:42,R_2urBjXReZ5PmRSL,,,,,33.9916,-83.8901,anonymous,EN,2,2,2,,3,2,2,2,,3,,33,1,,three_choices
1/6/23 13:39,1/6/23 13:42,0,71.115.5.183,100,170,1,1/6/23 13:42,R_32RdynvRjoxko5a,,,,,37.3392,-77.4175,anonymous,EN,2,2,2,2,,2,2,2,,3,,51,4,,two_choices
1/6/23 13:41,1/6/23 13:42,0,69.174.137.16,100,56,1,1/6/23 13:42,R_psJyPbmZLC79c6R,,,,,39.6421,-85.1439,anonymous,EN,2,2,1,2,,2,2,1,,3,,21,1,,two_choices
1/6/23 13:39,1/6/23 13:42,0,174.231.17.218,100,167,1,1/6/23 13:42,R_3ESktMXdiro0xsm,,,,,33.4656,-111.9956,anonymous,EN,2,2,2,,3,2,2,2,,3,,56,5,,three_choices
1/6/23 13:41,1/6/23 13:42,0,24.196.99.174,100,68,1,1/6/23 13:43,R_10xgR1xeUKtc6kY,,,,,43.1834,-89.7633,anonymous,EN,2,2,2,,3,2,1,2,,3,,47,7,,three_choices
1/6/23 13:41,1/6/23 13:43,0,104.53.13.51,100,115,1,1/6/23 13:43,R_2qyZfW43i7AmHPu,,,,,29.7545,-95.4093,anonymous,EN,2,2,2,1,,3,1,2,,4,,31,4,,two_choices
1/6/23 13:43,1/6/23 13:43,0,131.247.226.52,100,6,1,1/6/23 13:43,R_1C7kr5BAF9IPwfM,,,,,28.0619,-82.4044,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:41,1/6/23 13:43,0,173.72.205.149,100,127,1,1/6/23 13:43,R_22Ye1ncfGtitcve,,,,,38.3416,-77.4307,anonymous,EN,2,2,2,,3,2,2,1,,3,,54,5,,three_choices
1/6/23 13:41,1/6/23 13:43,0,47.144.3.64,100,106,1,1/6/23 13:43,R_3s0IZ5ghLJPHc5n,,,,,34.2193,-118.9842,anonymous,EN,2,2,2,,3,2,1,1,,3,,22,3,,three_choices
1/6/23 13:41,1/6/23 13:43,0,206.222.215.88,100,108,1,1/6/23 13:43,R_2QhVcDkFCCIOvdl,,,,,41.4294,-97.3681,anonymous,EN,2,2,2,1,,2,2,2,,3,,19,1,,two_choices
1/6/23 13:42,1/6/23 13:44,0,184.102.119.139,100,117,1,1/6/23 13:44,R_1opzGOFmLW0QXvY,,,,,41.1877,-74.5292,anonymous,EN,2,2,2,,3,3,1,1,,3,,36,1,,three_choices
1/6/23 13:42,1/6/23 13:44,0,99.83.58.226,100,98,1,1/6/23 13:44,R_11aUHrEXrJZuJK9,,,,,37.8065,-85.4592,anonymous,EN,2,2,2,1,,2,2,2,,5,,24,2,,two_choices
1/6/23 13:42,1/6/23 13:44,0,174.194.136.160,100,86,1,1/6/23 13:44,R_2tExkzvwj3EnskP,,,,,37.8107,-122.2479,anonymous,EN,2,2,2,,3,2,2,2,,3,,31,4,,three_choices
1/6/23 13:42,1/6/23 13:44,0,98.147.152.225,100,109,1,1/6/23 13:44,R_eMblRw6b1UzCMgx,,,,,34.0318,-118.4252,anonymous,EN,2,2,2,,2,2,2,2,,2,,25,4,,three_choices
1/6/23 13:42,1/6/23 13:44,0,47.27.194.65,100,138,1,1/6/23 13:44,R_3NCfTr5lpphEkYx,,,,,37.7502,-121.1276,anonymous,EN,2,2,2,,3,2,3,1,,3,,27,3,,three_choices
1/6/23 13:43,1/6/23 13:44,0,73.53.89.173,100,109,1,1/6/23 13:44,R_1nNOYiuQtUAQskw,,,,,47.6722,-122.1257,anonymous,EN,2,2,2,1,,2,2,1,,2,,38,4,,two_choices
1/6/23 13:43,1/6/23 13:45,0,108.238.189.63,100,73,1,1/6/23 13:45,R_2SCPr0WPP1D3tls,,,,,36.013,-84.2624,anonymous,EN,2,2,2,1,,3,2,2,,3,,35,3,,two_choices
1/6/23 13:45,1/6/23 13:45,0,73.69.129.55,100,4,1,1/6/23 13:45,R_pc0V4wg24QD82fD,,,,,41.7111,-70.4887,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:42,1/6/23 13:45,0,172.58.47.19,100,138,1,1/6/23 13:45,R_31u9VS1JquCuyQB,,,,,43.6165,-116.2001,anonymous,EN,2,2,2,,3,2,3,2,,3,,44,3,,three_choices
1/6/23 13:43,1/6/23 13:45,0,172.58.56.80,100,86,1,1/6/23 13:45,R_ekvPtNow03wg6OJ,,,,,38.5774,-90.6709,anonymous,EN,2,2,2,,3,2,2,1,,3,,33,4,,three_choices
1/6/23 13:41,1/6/23 13:45,0,72.45.24.0,100,230,1,1/6/23 13:45,R_aaexnYuTPTQTUnD,,,,,39.5657,-76.0642,anonymous,EN,2,2,2,1,,2,1,1,,1,,20,3,,two_choices
1/6/23 13:43,1/6/23 13:45,0,107.77.231.203,100,105,1,1/6/23 13:45,R_bBXSNgmW6ot3RLj,,,,,34.0138,-118.4405,anonymous,EN,2,2,2,2,,2,1,1,,3,,33,3,,two_choices
1/6/23 13:43,1/6/23 13:45,0,73.84.130.49,100,107,1,1/6/23 13:45,R_2SrxKInI2CqhCns,,,,,26.8238,-80.1407,anonymous,EN,2,2,2,,3,3,3,1,,3,,33,4,,three_choices
1/6/23 13:43,1/6/23 13:45,0,152.117.104.226,100,114,1,1/6/23 13:45,R_sNGlpSxSsf1pC6d,,,,,42.0373,-93.6005,anonymous,EN,2,2,2,2,,2,2,1,,3,,44,4,,two_choices
1/6/23 13:41,1/6/23 13:45,0,75.67.43.45,100,267,1,1/6/23 13:45,R_3MrO6rctFrUVmiW,,,,,42.724,-71.479,anonymous,EN,2,2,2,2,,3,2,2,,3,,31,4,,two_choices
1/6/23 13:44,1/6/23 13:45,0,172.58.99.156,100,84,1,1/6/23 13:45,R_7U7jv3fcUxhAWnT,,,,,29.6925,-95.363,anonymous,EN,2,2,2,1,,2,2,2,,1,,33,4,,two_choices
1/6/23 13:44,1/6/23 13:45,0,12.52.139.133,100,75,1,1/6/23 13:45,R_2wbMif3iFJxelX7,,,,,42.4327,-83.0396,anonymous,EN,2,2,2,,3,3,2,1,,2,,29,7,,three_choices
1/6/23 13:45,1/6/23 13:46,0,97.118.223.247,100,78,1,1/6/23 13:46,R_1ohuISyjsvxwneP,,,,,39.7593,-104.9651,anonymous,EN,2,2,2,,3,2,3,2,,4,,30,4,,three_choices
1/6/23 13:45,1/6/23 13:46,0,172.56.73.87,100,92,1,1/6/23 13:46,R_1j93EnXhYXnGG6K,,,,,27.9875,-82.4583,anonymous,EN,2,2,2,,3,3,3,1,,3,,40,2,,three_choices
1/6/23 13:44,1/6/23 13:46,0,131.247.226.52,100,168,1,1/6/23 13:46,R_T7Pgyon9On1ZMuR,,,,,28.0619,-82.4044,anonymous,EN,2,2,2,1,,2,2,1,,3,,46,6,,two_choices
1/6/23 13:45,1/6/23 13:47,0,47.44.241.106,100,78,1,1/6/23 13:47,R_bDFOaEz1Q6X2pUJ,,,,,39.7904,-91.5324,anonymous,EN,2,2,2,2,,2,3,2,,3,,21,1,,two_choices
1/6/23 13:45,1/6/23 13:47,0,174.245.68.156,100,120,1,1/6/23 13:47,R_33syB11QqudUeFo,,,,,35.2296,-80.843,anonymous,EN,2,2,2,2,,3,2,2,,3,,19,3,,two_choices
1/6/23 13:46,1/6/23 13:47,0,74.98.204.108,100,53,1,1/6/23 13:47,R_Q4e7gY0Iw4LIhtD,,,,,40.3371,-79.9901,anonymous,EN,2,2,2,,3,3,2,2,,3,,22,3,,three_choices
1/6/23 13:46,1/6/23 13:47,0,172.58.156.128,100,78,1,1/6/23 13:47,R_1LdRbRkvhoXdMgA,,,,,35.2296,-80.843,anonymous,EN,2,2,2,,3,3,3,2,,6,Native American,38,4,,three_choices
1/6/23 13:46,1/6/23 13:47,0,76.185.187.47,100,71,1,1/6/23 13:47,R_6s6qEh7ey3ObcL7,,,,,29.4247,-98.4621,anonymous,EN,2,2,2,1,,2,2,1,,5,,41,3,,two_choices
1/6/23 13:45,1/6/23 13:48,0,172.113.102.173,100,165,1,1/6/23 13:48,R_2XjknbgxxMZC8Vr,,,,,33.9168,-118.3432,anonymous,EN,2,2,2,1,,3,3,1,,4,,33,1,,two_choices
1/6/23 13:46,1/6/23 13:48,0,67.185.94.127,100,110,1,1/6/23 13:48,R_2OZsGK6xMcQqHrS,,,,,47.6987,-117.4397,anonymous,EN,2,2,2,,3,2,2,2,,3,,23,4,,three_choices
1/6/23 13:46,1/6/23 13:48,0,67.247.251.79,100,90,1,1/6/23 13:48,R_1hBjAb2vk5rkHNV,,,,,43.0446,-78.7829,anonymous,EN,2,2,2,,3,3,2,1,,3,,40,8,Associates,three_choices
1/6/23 13:44,1/6/23 13:48,0,172.59.153.79,100,238,1,1/6/23 13:48,R_1Kdru0tdZrfdIGV,,,,,40.6596,-111.9195,anonymous,EN,2,2,2,1,,2,2,1,,3,,36,4,,two_choices
1/6/23 13:47,1/6/23 13:48,0,24.250.240.213,100,70,1,1/6/23 13:49,R_WiYznQpyDtLAv0l,,,,,29.1657,-82.1273,anonymous,EN,2,2,2,1,,2,2,1,,3,,27,1,,two_choices
1/6/23 13:47,1/6/23 13:49,0,104.35.123.134,100,70,1,1/6/23 13:49,R_2ctsRj4Ph43FdBn,,,,,34.1765,-118.614,anonymous,EN,2,2,2,1,,2,2,1,,4,,25,4,,two_choices
1/6/23 13:47,1/6/23 13:49,0,73.124.129.229,100,96,1,1/6/23 13:49,R_dnjUXyNO0ajxNfP,,,,,25.992,-80.2702,anonymous,EN,2,2,2,,3,3,3,2,,2,,27,4,,three_choices
1/6/23 13:48,1/6/23 13:49,0,172.56.88.64,100,75,1,1/6/23 13:49,R_1gBJttEnW8VLvqd,,,,,29.5359,-98.4943,anonymous,EN,2,2,2,,3,2,3,1,,4,,21,3,,three_choices
1/6/23 13:46,1/6/23 13:49,0,172.243.21.180,100,178,1,1/6/23 13:49,R_bx9lJcATcpChx3b,,,,,29.4575,-82.6439,anonymous,EN,2,2,2,,3,3,2,2,,4,,34,5,,three_choices
1/6/23 13:47,1/6/23 13:49,0,76.32.182.6,100,92,1,1/6/23 13:49,R_SDkBr8JdxmKktMJ,,,,,34.2666,-118.7643,anonymous,EN,2,2,2,1,,2,2,2,,3,,22,3,,two_choices
1/6/23 13:48,1/6/23 13:49,0,71.184.244.73,100,71,1,1/6/23 13:49,R_2xXzY2klddqyc98,,,,,41.9082,-71.1031,anonymous,EN,2,2,2,1,,2,1,2,,3,,42,5,,two_choices
1/6/23 13:47,1/6/23 13:49,0,174.238.87.161,100,102,1,1/6/23 13:49,R_3GBYHYy4ztanXrc,,,,,35.1712,-80.7939,anonymous,EN,2,2,2,,3,3,2,1,,3,,40,1,,three_choices
1/6/23 13:47,1/6/23 13:49,0,172.58.155.38,100,109,1,1/6/23 13:49,R_3m9sefqo3eKFicR,,,,,35.2296,-80.843,anonymous,EN,2,2,2,,3,3,2,2,,3,,27,4,,three_choices
1/6/23 13:48,1/6/23 13:49,0,68.206.39.21,100,105,1,1/6/23 13:49,R_PZpM4lhV7kQ7SAF,,,,,29.9406,-93.9152,anonymous,EN,2,2,2,1,,2,1,1,,3,,52,2,,two_choices
1/6/23 13:48,1/6/23 13:50,0,142.196.62.243,100,126,1,1/6/23 13:50,R_6XaPxquzYBWdyEN,,,,,28.4932,-81.2878,anonymous,EN,2,2,2,1,,2,2,2,,3,,28,4,,two_choices
1/6/23 13:48,1/6/23 13:50,0,107.189.40.28,100,94,1,1/6/23 13:50,R_1KpzhDTy0WMYkjz,,,,,42.1798,-72.9357,anonymous,EN,2,2,2,1,,2,2,2,,3,,24,1,,two_choices
1/6/23 13:48,1/6/23 13:50,0,108.34.201.192,100,107,1,1/6/23 13:50,R_bNrl751mFUEYDgB,,,,,41.3709,-71.8141,anonymous,EN,2,2,2,,3,2,1,2,,3,,36,2,,three_choices
1/6/23 13:48,1/6/23 13:50,0,174.203.247.15,100,94,1,1/6/23 13:50,R_115YZvtp1lAnk1X,,,,,35.1287,-80.9338,anonymous,EN,2,2,2,,3,3,3,2,,1,,42,4,,three_choices
1/6/23 13:49,1/6/23 13:50,0,50.228.95.54,100,71,1,1/6/23 13:50,R_2YM7QXKOR1FsChR,,,,,26.935,-80.1178,anonymous,EN,2,2,2,1,,2,1,1,,3,,39,4,,two_choices
1/6/23 13:49,1/6/23 13:50,0,72.68.59.201,100,72,1,1/6/23 13:50,R_1mxFAwiC8tDoOhg,,,,,40.8905,-74.0504,anonymous,EN,2,2,1,,3,2,2,1,,2,,29,4,,three_choices
1/6/23 13:49,1/6/23 13:50,0,76.167.72.35,100,72,1,1/6/23 13:50,R_1INn2YKDdvKt1ex,,,,,32.9167,-117.0903,anonymous,EN,2,2,2,1,,2,3,1,,3,,19,3,,two_choices
1/6/23 13:49,1/6/23 13:51,0,66.229.15.12,100,117,1,1/6/23 13:51,R_ezWz2OXv3N0y1Lb,,,,,25.9972,-80.3259,anonymous,EN,2,2,2,,3,3,2,2,,1,,46,4,,three_choices
1/6/23 13:50,1/6/23 13:51,0,98.61.3.241,100,68,1,1/6/23 13:51,R_1IG9RMe8ybunG9W,,,,,44.8058,-93.6071,anonymous,EN,2,2,1,,3,3,3,1,,3,,41,4,,three_choices
1/6/23 13:49,1/6/23 13:51,0,24.251.7.95,100,123,1,1/6/23 13:51,R_3khbrrxdmFFOuB2,,,,,33.4319,-111.6428,anonymous,EN,2,2,2,2,,2,2,1,,4,,23,1,,two_choices
1/6/23 13:51,1/6/23 13:51,0,107.77.206.150,100,5,1,1/6/23 13:51,R_3D2gdyPaju4uYcM,,,,,41.8764,-87.6133,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:50,1/6/23 13:52,0,75.216.215.217,100,96,1,1/6/23 13:52,R_yW1Qfe5y4TCpRcd,,,,,42.4257,-83.1522,anonymous,EN,2,2,2,1,,2,1,1,,1,,31,4,,two_choices
1/6/23 13:50,1/6/23 13:52,0,69.116.113.151,100,118,1,1/6/23 13:52,R_3kCmcDkq8wKnDpQ,,,,,40.5511,-74.4606,anonymous,EN,2,2,2,,3,2,3,2,,4,,23,2,,three_choices
1/6/23 13:52,1/6/23 13:52,0,76.252.250.213,100,7,1,1/6/23 13:52,R_xDe2mzX9dkc9w1b,,,,,34.643,-86.8168,anonymous,EN,1,,,,,,,,,,,,,,
1/6/23 13:52,1/6/23 13:52,0,65.131.221.169,100,7,1,1/6/23 13:52,R_1mwPftnKKc82crm,,,,,40.2854,-82.6793,anonymous,EN,1,,,,,,,,,,,,,,
