StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,av_untempted,av_tempted,comp1,comp2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,ses,ses_8_TEXT,FL_9_DO
8/20/21 14:38,8/20/21 14:39,0,173.218.64.86,100,60,1,8/20/21 14:39,R_2U0l3hc6r3eGG4P,,,,,37.01420593,-93.19860077,anonymous,EN,2,2,2,,1,2,2,2,,3,,30,1,,AV_tempted
8/20/21 14:37,8/20/21 14:39,0,174.82.243.45,100,125,1,8/20/21 14:39,R_11coz4aEcAY65Oo,,,,,44.95100403,-89.53350067,anonymous,EN,2,2,2,,1,3,2,2,,3,,60,3,,AV_tempted
8/20/21 14:37,8/20/21 14:41,0,108.45.51.26,100,255,1,8/20/21 14:41,R_3DtH2yr0WcW8zHj,,,,,39.15849304,-77.08370209,anonymous,EN,2,2,2,1,,2,1,2,,5,,28,4,,AV_untempted
8/20/21 14:42,8/20/21 14:43,0,209.55.85.113,100,67,1,8/20/21 14:43,R_2YE3DfFxHqAAygi,,,,,33.65829468,-97.35980225,anonymous,EN,2,2,2,,1,2,2,2,,3,,35,4,,AV_tempted
8/20/21 14:44,8/20/21 14:48,0,75.184.124.1,100,294,1,8/20/21 14:48,R_1FxMiFJaF7BfivJ,,,,,44.49650574,-87.9265976,anonymous,EN,2,2,2,1,,2,1,2,,3,,37,4,,AV_untempted
8/20/21 14:51,8/20/21 14:52,0,216.68.49.16,100,78,1,8/20/21 14:52,R_1hYHSLx8BQMr6Lv,,,,,39.14889526,-84.4858017,anonymous,EN,2,2,2,1,,2,1,2,,3,,28,3,,AV_untempted
8/20/21 14:53,8/20/21 14:55,0,100.4.197.95,100,123,1,8/20/21 14:55,R_3p9LLfKu7unDu3w,,,,,42.88000488,-73.99130249,anonymous,EN,2,2,2,,2,2,2,1,,3,,31,4,,AV_tempted
8/20/21 14:44,8/20/21 14:58,0,23.132.80.64,100,815,1,8/20/21 14:58,R_28O0qLwURM7LyWg,,,,,43.94769287,-86.27529907,anonymous,EN,2,2,2,,2,2,2,2,,3,,54,3,,AV_tempted
8/20/21 15:01,8/20/21 15:01,0,98.197.99.76,100,4,1,8/20/21 15:01,R_2D6UwVx47jwFmuE,,,,,29.74519348,-95.73269653,anonymous,EN,1,,,,,,,,,,,,,,
8/20/21 15:02,8/20/21 15:03,0,98.197.99.76,100,64,1,8/20/21 15:03,R_AvyGPyO60waz3bP,,,,,29.74519348,-95.73269653,anonymous,EN,2,2,2,1,,3,1,2,,3,,33,3,,AV_untempted
8/20/21 16:01,8/20/21 16:01,0,131.204.254.86,100,7,1,8/20/21 16:01,R_ysiinezAbPENFqF,,,,,32.54840088,-85.46820068,anonymous,EN,1,,,,,,,,,,,,,,
8/20/21 16:01,8/20/21 16:01,0,56.0.84.23,100,29,1,8/20/21 16:01,R_2Ybodu9SnnQF8cS,,,,,37.75100708,-97.8219986,anonymous,EN,2,2,2,,2,2,2,2,,3,,33,3,,AV_tempted
8/20/21 16:01,8/20/21 16:01,0,98.195.56.15,100,24,1,8/20/21 16:01,R_6Jz8nJdcV2geRoZ,,,,,29.45779419,-95.03420258,anonymous,EN,1,,,,,,,,,,,,,,
8/20/21 16:01,8/20/21 16:02,0,138.199.42.148,100,73,1,8/20/21 16:02,R_TbWfNUH3DnYxokx,,,,,37.75100708,-97.8219986,anonymous,EN,1,,,,,,,,,,,,,,
8/20/21 16:01,8/20/21 16:02,0,140.88.174.48,100,75,1,8/20/21 16:02,R_VIkNhhfrUdJ4Hdf,,,,,45.07820129,-93.18939972,anonymous,EN,2,2,2,2,,2,1,1,,3,,25,5,,AV_untempted
8/20/21 16:02,8/20/21 16:02,0,70.121.95.46,100,7,1,8/20/21 16:02,R_21EBt5BIrF39sAQ,,,,,30.50450134,-97.82089996,anonymous,EN,1,,,,,,,,,,,,,,
8/20/21 16:01,8/20/21 16:02,0,72.189.242.75,100,50,1,8/20/21 16:02,R_3GqZ4q65rHM8UC7,,,,,28.79350281,-81.28679657,anonymous,EN,2,1,2,,,,,,,,,,,,
8/20/21 16:01,8/20/21 16:02,0,99.148.46.57,100,94,1,8/20/21 16:02,R_3DbVMHXmptFAJCd,,,,,30.460495,-89.08560181,anonymous,EN,2,2,2,2,,2,1,2,,3,,61,4,,AV_untempted
8/20/21 16:01,8/20/21 16:03,0,72.238.229.127,100,109,1,8/20/21 16:03,R_1myHTfoYZpl8wL4,,,,,28.94529724,-81.29889679,anonymous,EN,2,2,2,,1,2,2,1,,3,,50,4,,AV_tempted
8/20/21 16:01,8/20/21 16:03,0,73.68.55.32,100,118,1,8/20/21 16:03,R_1118qv7XwIXM2Zo,,,,,41.41859436,-73.12750244,anonymous,EN,2,2,2,2,,2,1,2,,3,,29,5,,AV_untempted
8/20/21 16:01,8/20/21 16:03,0,99.85.102.179,100,124,1,8/20/21 16:03,R_3JlNf22lcqJAh8Y,,,,,39.96389771,-82.95890045,anonymous,EN,2,2,2,2,,3,1,1,,3,,43,3,,AV_untempted
8/20/21 16:01,8/20/21 16:03,0,76.170.126.49,100,146,1,8/20/21 16:03,R_AuPjPIWqDXOzqaR,,,,,34.44630432,-118.5355988,anonymous,EN,2,2,2,2,,2,1,1,,3,,54,3,,AV_untempted
8/20/21 16:01,8/20/21 16:03,0,76.180.60.2,100,149,1,8/20/21 16:03,R_1ezcqYN8XksTnFF,,,,,42.88609314,-78.74569702,anonymous,EN,2,2,2,,1,2,2,1,,3,,37,5,,AV_tempted
8/20/21 16:02,8/20/21 16:03,0,70.121.95.46,100,53,1,8/20/21 16:03,R_SJkduKIAXGAxQJ3,,,,,30.50450134,-97.82089996,anonymous,EN,2,2,2,,1,1,2,1,,3,,44,7,,AV_tempted
8/20/21 16:02,8/20/21 16:04,0,98.229.75.129,100,86,1,8/20/21 16:04,R_27TAWsbJ7X5LYAO,,,,,42.37680054,-71.06109619,anonymous,EN,2,2,2,,1,2,2,2,,3,,46,4,,AV_tempted
8/20/21 16:01,8/20/21 16:04,0,50.111.82.198,100,170,1,8/20/21 16:04,R_3G37qHlwAJFCMFA,,,,,35.44389343,-83.28669739,anonymous,EN,2,2,2,,1,2,3,1,,3,,31,4,,AV_tempted
8/20/21 16:02,8/20/21 16:04,0,72.240.219.192,100,138,1,8/20/21 16:04,R_3fZbKEp5yNSN79k,,,,,41.44250488,-82.70110321,anonymous,EN,2,2,2,,1,2,2,2,,3,,53,1,,AV_tempted
8/20/21 16:01,8/20/21 16:04,0,172.89.107.224,100,172,1,8/20/21 16:04,R_3iR0HllYsEu6OyE,,,,,34.71479797,-117.8755951,anonymous,EN,2,2,2,1,,2,1,1,,2,,19,3,,AV_untempted
8/20/21 16:02,8/20/21 16:04,0,98.195.142.145,100,121,1,8/20/21 16:04,R_r9dH68mVGQZ1wYx,,,,,29.38650513,-94.99629974,anonymous,EN,2,2,2,2,,2,3,1,,3,,42,1,,AV_untempted
8/20/21 16:03,8/20/21 16:04,0,70.188.223.246,100,83,1,8/20/21 16:04,R_1rBtm6Jrvv7Y8zo,,,,,33.31239319,-111.9195023,anonymous,EN,2,2,2,2,,2,3,2,,3,,24,4,,AV_untempted
8/20/21 16:02,8/20/21 16:04,0,108.24.167.217,100,160,1,8/20/21 16:04,R_1OOhdlZLFTAKNHM,,,,,39.89520264,-75.03469849,anonymous,EN,2,2,2,,1,2,2,2,,3,,63,3,,AV_tempted
8/20/21 16:02,8/20/21 16:05,0,185.246.209.51,100,145,1,8/20/21 16:05,R_1pA2z3YTKR9cegj,,,,,41.98980713,-87.76229858,anonymous,EN,2,2,2,1,,2,1,1,,3,,34,4,,AV_untempted
8/20/21 16:03,8/20/21 16:05,0,165.225.216.150,100,116,1,8/20/21 16:05,R_1eLFg03ozozuQcR,,,,,29.96409607,-95.49680328,anonymous,EN,2,2,2,2,,2,3,1,,3,,29,4,,AV_untempted
8/20/21 16:03,8/20/21 16:05,0,71.36.101.179,100,132,1,8/20/21 16:05,R_1GTxWFAO5Dqes31,,,,,45.51730347,-122.639801,anonymous,EN,2,2,2,2,,2,1,2,,3,,62,3,,AV_untempted
8/20/21 16:03,8/20/21 16:05,0,98.223.154.250,100,138,1,8/20/21 16:05,R_1IcpqpayFO5q57i,,,,,41.90139771,-88.75150299,anonymous,EN,2,2,2,,2,2,2,2,,3,,50,4,,AV_tempted
8/20/21 16:02,8/20/21 16:05,0,108.240.206.114,100,152,1,8/20/21 16:05,R_ezGARkMxYP0NIlj,,,,,30.43040466,-91.03530121,anonymous,EN,2,2,2,,1,3,2,2,,1,,24,4,,AV_tempted
8/20/21 16:04,8/20/21 16:05,0,69.253.59.255,100,57,1,8/20/21 16:05,R_2fpLxONvWJkrDSG,,,,,40.15330505,-74.99369812,anonymous,EN,2,2,2,,2,2,2,1,,3,,,3,,AV_tempted
8/20/21 16:05,8/20/21 16:05,0,72.22.186.206,100,56,1,8/20/21 16:05,R_cUuyNvUtkaxePYZ,,,,,40.74339294,-73.07610321,anonymous,EN,2,2,2,1,,2,1,2,,3,,34,4,,AV_untempted
8/20/21 16:03,8/20/21 16:06,8,72.189.242.75,100,160,1,8/20/21 16:06,R_2afXXv5Echy3B7y,,,,,28.79350281,-81.28679657,anonymous,EN,2,1,2,,,,,,,,,,,,
8/20/21 16:01,8/20/21 16:06,0,174.28.226.55,100,284,1,8/20/21 16:06,R_3QF6Ig5PhWe5rk5,,,,,35.14100647,-106.7109985,anonymous,EN,2,2,2,2,,2,3,2,,3,,41,5,,AV_untempted
8/20/21 16:05,8/20/21 16:06,0,68.2.49.133,100,76,1,8/20/21 16:06,R_3imU13vWI0Eb2SR,,,,,33.3321991,-111.9942017,anonymous,EN,2,2,2,,2,2,1,1,,1,,32,4,,AV_tempted
8/20/21 16:05,8/20/21 16:06,0,68.102.27.150,100,64,1,8/20/21 16:06,R_2aJsA4GO6W4liim,,,,,39.24580383,-96.63359833,anonymous,EN,2,2,2,1,,2,1,2,,3,,32,4,,AV_untempted
8/20/21 16:04,8/20/21 16:06,0,76.101.207.238,100,143,1,8/20/21 16:06,R_3G1xqfkU7DQGt0s,,,,,26.25190735,-81.76360321,anonymous,EN,2,2,2,,1,2,2,1,,3,,61,5,,AV_tempted
8/20/21 16:08,8/20/21 16:08,0,12.127.255.198,100,3,1,8/20/21 16:08,R_2X1fD1PjwgZ3MxM,,,,,36.05569458,-94.15670013,anonymous,EN,1,,,,,,,,,,,,,,
8/20/21 16:07,8/20/21 16:08,0,70.114.106.205,100,73,1,8/20/21 16:08,R_2DOXaMgVzM2crFv,,,,,33.09280396,-96.645401,anonymous,EN,2,2,2,2,,2,1,2,,2,,,4,,AV_untempted
8/20/21 16:02,8/20/21 16:08,0,98.195.56.15,100,378,1,8/20/21 16:08,R_bgrdcUkJaWVveAF,,,,,29.45779419,-95.03420258,anonymous,EN,2,2,2,1,,1,2,1,,3,,44,7,,AV_untempted
8/20/21 16:05,8/20/21 16:08,0,174.55.208.17,100,184,1,8/20/21 16:08,R_0p2pdxNRFiPvmCJ,,,,,41.23820496,-76.99780273,anonymous,EN,2,2,2,2,,2,1,1,,3,,37,1,,AV_untempted
8/20/21 16:06,8/20/21 16:09,0,47.233.120.232,100,153,1,8/20/21 16:09,R_ZkpgJvwuRsoCXa9,,,,,38.43280029,-90.20240021,anonymous,EN,2,2,2,,2,2,2,2,,3,,38,3,,AV_tempted
8/20/21 16:06,8/20/21 16:09,0,71.175.64.74,100,141,1,8/20/21 16:09,R_1loSwGTZLRRPCTL,,,,,40.04429626,-75.64720154,anonymous,EN,2,2,2,2,,3,3,2,,3,,40,3,,AV_untempted
8/20/21 16:01,8/20/21 16:09,0,70.139.104.208,100,434,1,8/20/21 16:09,R_3I6jGQRlFoPbhcF,,,,,29.84779358,-95.65989685,anonymous,EN,2,2,2,,1,2,2,1,,2,,36,1,,AV_tempted
8/20/21 16:04,8/20/21 16:09,0,136.35.134.98,100,308,1,8/20/21 16:09,R_zfif3pUz4aseToR,,,,,38.96099854,-94.47119904,anonymous,EN,2,2,2,2,,2,1,1,,1,,26,4,,AV_untempted
8/20/21 16:07,8/20/21 16:09,0,24.254.29.152,100,125,1,8/20/21 16:09,R_1hEkUvSXnlW0LvA,,,,,37.25549316,-80.05310059,anonymous,EN,2,2,2,,1,2,2,2,,3,,35,3,,AV_tempted
8/20/21 16:07,8/20/21 16:09,0,107.77.220.53,100,110,1,8/20/21 16:09,R_29RV9WEz84Tr27v,,,,,29.91999817,-95.561203,anonymous,EN,2,2,2,,2,2,2,1,,3,,34,4,,AV_tempted
8/20/21 16:08,8/20/21 16:09,0,12.127.255.198,100,87,1,8/20/21 16:09,R_ST8WxdU30uozyYV,,,,,36.05569458,-94.15670013,anonymous,EN,2,2,2,1,,2,1,2,,1,,26,2,,AV_untempted
8/20/21 16:07,8/20/21 16:09,0,72.201.233.215,100,127,1,8/20/21 16:09,R_2qDBu4gkvPCUFiL,,,,,33.51029968,-112.4089966,anonymous,EN,2,2,2,2,,2,1,2,,3,,21,3,,AV_untempted
8/20/21 16:08,8/20/21 16:09,0,207.157.204.80,100,88,1,8/20/21 16:09,R_2Cgkgaoeu0ftj3J,,,,,34.18510437,-118.7705994,anonymous,EN,2,2,2,1,,3,2,2,,2,,45,3,,AV_untempted
8/20/21 16:09,8/20/21 16:11,0,98.222.182.71,100,99,1,8/20/21 16:11,R_1iePLBWz83KWvlq,,,,,41.686203,-86.17209625,anonymous,EN,2,2,2,,1,3,3,2,,3,,36,3,,AV_tempted
8/20/21 16:10,8/20/21 16:11,0,67.149.192.76,100,63,1,8/20/21 16:11,R_1NahphKtlGXlMdZ,,,,,39.94520569,-82.97380066,anonymous,EN,2,2,2,,1,2,2,2,,1,,35,4,,AV_tempted
8/20/21 16:09,8/20/21 16:11,0,67.170.3.92,100,120,1,8/20/21 16:11,R_1kLfKVfJcIoJTIf,,,,,48.79899597,-122.4499054,anonymous,EN,2,2,2,,2,2,3,1,,3,,49,5,,AV_tempted
8/20/21 16:09,8/20/21 16:11,0,24.11.170.58,100,85,1,8/20/21 16:11,R_2ahFxYITXzjNQxH,,,,,32.85299683,-79.98760223,anonymous,EN,2,2,2,1,,2,3,1,,3,,29,4,,AV_untempted
8/20/21 16:09,8/20/21 16:11,0,68.98.144.85,100,100,1,8/20/21 16:11,R_1mnnGFnVvLs0PEf,,,,,38.30000305,-77.47389984,anonymous,EN,2,2,2,2,,2,1,2,,3,,54,7,,AV_untempted
8/20/21 16:10,8/20/21 16:11,0,98.195.56.15,100,97,1,8/20/21 16:11,R_2aFGdfmYqUCbug4,,,,,29.45779419,-95.03420258,anonymous,EN,2,2,2,,1,2,1,1,,3,,44,5,,AV_tempted
8/20/21 16:08,8/20/21 16:11,0,64.18.9.209,100,202,1,8/20/21 16:11,R_2xXyJREiJGQs4tZ,,,,,40.83120728,-73.90670013,anonymous,EN,2,2,2,,2,2,1,1,,3,,49,4,,AV_tempted
8/20/21 16:09,8/20/21 16:11,0,73.217.28.189,100,102,1,8/20/21 16:11,R_1i8zXzOLyW9kATp,,,,,39.74349976,-105.0618973,anonymous,EN,2,2,2,2,,2,3,1,,3,,39,3,,AV_untempted
8/20/21 16:05,8/20/21 16:12,0,69.207.210.156,100,392,1,8/20/21 16:12,R_2ZQEZqF7xOGRzCE,,,,,42.46170044,-75.05339813,anonymous,EN,2,2,2,,1,2,2,2,,3,,41,1,,AV_tempted
8/20/21 16:10,8/20/21 16:12,0,71.91.73.45,100,75,1,8/20/21 16:12,R_plRa1PVN9alDQFr,,,,,33.37919617,-86.69689941,anonymous,EN,2,2,2,2,,2,1,2,,3,,33,3,,AV_untempted
8/20/21 16:10,8/20/21 16:12,0,108.12.10.167,100,134,1,8/20/21 16:12,R_2rUv9kwEGR2XI9o,,,,,42.5941925,-76.18810272,anonymous,EN,2,2,2,1,,2,3,2,,3,,40,4,,AV_untempted
8/20/21 16:11,8/20/21 16:12,0,71.159.246.184,100,82,1,8/20/21 16:12,R_XSAkn0m0n0sIpwJ,,,,,32.92599487,-96.96659851,anonymous,EN,2,2,2,,1,2,2,1,,3,,23,6,,AV_tempted
8/20/21 16:11,8/20/21 16:12,0,173.76.4.148,100,89,1,8/20/21 16:12,R_bCMiGWuXrK556Qp,,,,,42.28309631,-71.72370148,anonymous,EN,2,2,2,,2,2,3,1,,3,,42,3,,AV_tempted
8/20/21 16:10,8/20/21 16:12,0,70.114.99.255,100,128,1,8/20/21 16:12,R_1l5zj5XftooM1R0,,,,,33.09280396,-96.645401,anonymous,EN,2,2,2,,1,2,2,2,,3,,45,3,,AV_tempted
8/20/21 16:11,8/20/21 16:13,0,24.211.130.170,100,116,1,8/20/21 16:13,R_2BgIpLrMs1qQBd8,,,,,35.9151001,-79.09719849,anonymous,EN,2,2,2,2,,2,1,2,,3,,58,6,,AV_untempted
8/20/21 16:10,8/20/21 16:13,0,72.190.183.244,100,136,1,8/20/21 16:13,R_1Oy6GOi5QNcCgy5,,,,,29.63209534,-98.7542038,anonymous,EN,2,2,2,2,,2,3,2,,3,,29,3,,AV_untempted
8/20/21 16:12,8/20/21 16:13,0,74.134.33.160,100,62,1,8/20/21 16:13,R_20OszC0Lm9R0hEQ,,,,,37.15040588,-84.52279663,anonymous,EN,2,2,2,2,,2,1,2,,3,,26,3,,AV_untempted
8/20/21 16:12,8/20/21 16:13,0,173.91.7.185,100,73,1,8/20/21 16:13,R_11YoSC14tULQkYy,,,,,41.49510193,-81.46569824,anonymous,EN,2,2,2,1,,2,3,1,,3,,46,4,,AV_untempted
8/20/21 16:12,8/20/21 16:14,0,97.78.204.210,100,111,1,8/20/21 16:14,R_DzNnO6Ka7JCVZYZ,,,,,40.53660583,-85.65789795,anonymous,EN,2,2,2,,2,2,2,2,,3,,34,3,,AV_tempted
8/20/21 16:13,8/20/21 16:14,0,174.59.47.182,100,70,1,8/20/21 16:14,R_2P1ZGkrTSI7hppj,,,,,40.07940674,-76.31410217,anonymous,EN,2,2,2,,2,2,1,1,,3,,27,4,,AV_tempted
8/20/21 16:14,8/20/21 16:15,0,68.117.145.99,100,84,1,8/20/21 16:15,R_1kFeAZ8lTtvEX0R,,,,,33.39500427,-86.83480072,anonymous,EN,2,2,2,1,,2,1,1,,3,,32,4,,AV_untempted
8/20/21 16:12,8/20/21 16:15,0,96.19.86.77,100,175,1,8/20/21 16:15,R_1nV17Mu1BanXVWD,,,,,43.47360229,-112.0201035,anonymous,EN,2,2,2,,2,2,3,1,,3,,35,6,,AV_tempted
8/20/21 16:14,8/20/21 16:15,0,50.25.136.106,100,74,1,8/20/21 16:15,R_3NCETUgAgHnnTSN,,,,,35.58909607,-77.34500122,anonymous,EN,2,2,2,2,,3,3,1,,3,,27,4,,AV_untempted
8/20/21 16:12,8/20/21 16:16,0,139.55.112.96,100,233,1,8/20/21 16:16,R_2pMH9GSsD3cZJDj,,,,,37.10270691,-84.54319763,anonymous,EN,2,2,2,,2,2,2,1,,3,,,3,,AV_tempted
8/20/21 16:14,8/20/21 16:16,0,65.185.166.24,100,141,1,8/20/21 16:16,R_efgOZdllXTBdjk5,,,,,39.42720032,-84.16639709,anonymous,EN,2,2,2,,1,2,2,2,,3,,26,3,,AV_tempted
8/20/21 16:15,8/20/21 16:17,0,107.223.113.96,100,88,1,8/20/21 16:17,R_2pQtn3F19tVNUhy,,,,,32.7651062,-117.1276016,anonymous,EN,2,2,2,1,,2,3,1,,1,,25,4,,AV_untempted
8/20/21 16:15,8/20/21 16:17,0,71.234.244.222,100,115,1,8/20/21 16:17,R_XzwyrvhxDVV29Ut,,,,,42.65249634,-71.92569733,anonymous,EN,2,2,2,,2,2,2,1,,3,,,4,,AV_tempted
8/20/21 16:16,8/20/21 16:17,0,68.207.226.122,100,74,1,8/20/21 16:17,R_3rGjTm1k95rsDld,,,,,27.77279663,-82.63790131,anonymous,EN,2,2,2,,1,2,1,2,,3,,34,5,,AV_tempted
8/20/21 16:15,8/20/21 16:17,0,199.201.217.251,100,111,1,8/20/21 16:17,R_9Qq49rNh5XGBP3j,,,,,41.63439941,-91.50540161,anonymous,EN,2,2,2,,2,3,3,2,,3,,25,2,,AV_tempted
8/20/21 16:17,8/20/21 16:18,0,98.21.44.182,100,92,1,8/20/21 16:19,R_a5KACFmN6sxLEMp,,,,,33.97390747,-81.23449707,anonymous,EN,2,2,2,1,,2,1,4,genderqueer,3,,35,4,,AV_untempted
8/20/21 16:19,8/20/21 16:19,0,75.115.239.128,100,19,1,8/20/21 16:19,R_3013oR0Siz8RV8o,,,,,27.77279663,-82.63790131,anonymous,EN,2,1,2,,,,,,,,,,,,
8/20/21 16:15,8/20/21 16:19,0,97.119.134.218,100,267,1,8/20/21 16:19,R_1jYUozUnlLxxOp5,,,,,41.27670288,-96.24340057,anonymous,EN,2,2,2,,2,2,3,1,,3,,32,3,,AV_tempted
8/20/21 16:19,8/20/21 16:19,0,98.163.22.184,100,2,1,8/20/21 16:19,R_3iIJ0KRTYRnAoRA,,,,,37.23480225,-79.9464035,anonymous,EN,1,,,,,,,,,,,,,,
8/20/21 16:19,8/20/21 16:20,0,98.163.22.184,100,35,1,8/20/21 16:20,R_3qC1KFidhhfbCKO,,,,,37.23480225,-79.9464035,anonymous,EN,2,2,2,2,,3,1,1,,3,,31,2,,AV_untempted
8/20/21 16:18,8/20/21 16:20,0,70.94.46.166,100,86,1,8/20/21 16:20,R_10PJaKU4ayHhnq6,,,,,39.24899292,-94.42320251,anonymous,EN,2,2,2,1,,2,3,2,,3,,31,4,,AV_untempted
8/20/21 16:20,8/20/21 16:21,0,68.11.179.60,100,7,1,8/20/21 16:21,R_31TvSbM1gtrD71y,,,,,30.12440491,-91.95259857,anonymous,EN,1,,,,,,,,,,,,,,
8/20/21 16:20,8/20/21 16:21,0,173.242.244.128,100,77,1,8/20/21 16:21,R_2s0jO50eAUJEwdG,,,,,35.92669678,-85.80750275,anonymous,EN,2,2,2,,1,2,1,2,,3,,38,3,,AV_tempted
8/20/21 16:19,8/20/21 16:21,0,73.227.190.76,100,123,1,8/20/21 16:21,R_2166XxoYUuEI8Sv,,,,,41.63699341,-70.88839722,anonymous,EN,2,2,2,,1,2,2,1,,3,,46,3,,AV_tempted
8/20/21 16:20,8/20/21 16:22,0,75.120.13.124,100,148,1,8/20/21 16:22,R_DP1Q1zIW3nYpnSF,,,,,33.60580444,-86.11060333,anonymous,EN,2,2,2,2,,3,3,1,,3,,34,1,,AV_untempted
8/20/21 16:23,8/20/21 16:23,0,73.56.59.241,100,20,1,8/20/21 16:23,R_25QlLF5TqftiJfd,,,,,26.125,-80.26699829,anonymous,EN,2,2,1,,,,,,,,,,,,
8/20/21 16:22,8/20/21 16:24,0,96.42.108.203,100,142,1,8/20/21 16:24,R_ZF6KS1mXvAYuTct,,,,,44.74989319,-93.20809937,anonymous,EN,2,2,2,2,,2,1,1,,3,,31,3,,AV_untempted
8/20/21 16:23,8/20/21 16:24,0,96.239.160.131,100,82,1,8/20/21 16:24,R_WwZWooxOGKRBJEB,,,,,40.39649963,-80.04419708,anonymous,EN,2,2,2,2,,2,1,1,,1,,24,3,,AV_untempted
8/20/21 16:23,8/20/21 16:25,0,172.58.62.186,100,95,1,8/20/21 16:25,R_2v0qcU1FiSbR7kA,,,,,39.73010254,-104.9077988,anonymous,EN,2,2,2,,1,2,1,1,,3,,66,4,,AV_tempted
8/20/21 16:23,8/20/21 16:25,0,32.209.27.113,100,120,1,8/20/21 16:25,R_3ktyyOcd1HsWar3,,,,,41.39079285,-73.44830322,anonymous,EN,2,2,2,,1,2,2,2,,2,,37,3,,AV_tempted
8/20/21 16:17,8/20/21 16:25,0,168.67.1.19,100,481,1,8/20/21 16:25,R_3EzoKSKU0s2t6JC,,,,,38.35229492,-75.53859711,anonymous,EN,2,2,2,,2,3,2,2,,1,,33,4,,AV_tempted
8/20/21 16:23,8/20/21 16:25,0,73.56.59.241,100,116,1,8/20/21 16:25,R_2TC7Cx5VY28gQ3X,,,,,26.125,-80.26699829,anonymous,EN,2,2,2,1,,2,1,2,,3,,33,4,,AV_untempted
8/20/21 16:23,8/20/21 16:26,0,128.220.159.3,100,144,1,8/20/21 16:26,R_2QPrF42rERZvUCN,,,,,39.32479858,-76.60620117,anonymous,EN,2,2,2,2,,2,1,1,,3,,32,6,,AV_untempted
