StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,av_forced,av_unforced,human_unforced,human_forced,comp1,comp2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,ses,ses_8_TEXT,FL_9_DO
7/26/21 18:54,7/26/21 18:57,0,66.30.168.144,100,160,1,7/26/21 18:57,R_3plFUFJ6ppxpexW,,,,,42.02490234,-71.0951004,anonymous,EN,2,2,2,,,2,,1,2,1,,3,,35,4,,human_unforced
7/26/21 18:56,7/26/21 18:57,0,68.84.201.254,100,45,1,7/26/21 18:57,R_3fkpvRFfI2lOSGL,,,,,32.13879395,-111.0495987,anonymous,EN,2,2,2,,2,,,2,2,2,,3,,40,3,,AV_unforced
7/26/21 18:56,7/26/21 18:57,0,40.142.155.51,100,69,1,7/26/21 18:57,R_21n2ZUhrj0ngxs9,,,,,35.08369446,-80.66459656,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,46,3,,AV_unforced
7/26/21 18:57,7/26/21 18:58,0,69.23.235.1,100,43,1,7/26/21 18:58,R_C1PwgOMzDEi9HDX,,,,,38.2131958,-84.54550171,anonymous,EN,2,2,2,1,,,,2,1,2,,3,,34,2,,AV_forced
7/26/21 18:58,7/26/21 18:59,0,66.188.84.145,100,55,1,7/26/21 18:59,R_2uWzrrfKcBSGKa2,,,,,45.18460083,-93.86329651,anonymous,EN,2,2,2,,,3,,2,1,2,,3,,27,1,,human_unforced
7/26/21 18:59,7/26/21 19:00,0,108.73.188.110,100,90,1,7/26/21 19:00,R_uh3Ydv6bjWnCLa9,,,,,33.852005,-84.11519623,anonymous,EN,2,2,2,,,,2,,1,1,,3,,29,4,,human_forced
7/26/21 19:01,7/26/21 19:02,0,50.106.24.210,100,54,1,7/26/21 19:02,R_1n1Glmp9KgDIxJs,,,,,47.89480591,-122.2030945,anonymous,EN,2,2,2,2,,,,2,1,1,,3,,25,3,,AV_forced
7/26/21 19:03,7/26/21 19:04,0,174.71.32.212,100,65,1,7/26/21 19:04,R_3kNAF19BjmwxR68,,,,,41.28540039,-96.1493988,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,35,3,,AV_unforced
7/26/21 19:03,7/26/21 19:04,0,71.208.49.245,100,68,1,7/26/21 19:04,R_Rhup68NBEMagBOx,,,,,26.69320679,-81.91290283,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,31,5,,AV_unforced
7/26/21 19:05,7/26/21 19:05,0,99.122.184.222,100,58,1,7/26/21 19:05,R_1Kro5MroNiCVJ4g,,,,,33.80670166,-84.16570282,anonymous,EN,2,2,2,,,2,,1,2,2,,3,,50,4,,human_unforced
7/26/21 19:07,7/26/21 19:08,0,68.115.10.76,100,74,1,7/26/21 19:08,R_RQTQQg8x23jI8bT,,,,,44.37469482,-89.80349731,anonymous,EN,2,2,2,1,,,,2,1,2,,3,,38,4,,AV_forced
7/26/21 19:06,7/26/21 19:09,0,141.126.143.151,100,166,1,7/26/21 19:09,R_2WwgM5UFmeSvpXD,,,,,43.12049866,-89.35230255,anonymous,EN,2,2,2,,,,2,1,1,1,,1,,34,1,,human_forced
7/26/21 19:01,7/26/21 19:09,0,108.211.159.34,100,496,1,7/26/21 19:09,R_pcn3viy9Z9uaS1H,,,,,38.80250549,-90.34480286,anonymous,EN,2,2,2,2,,,,2,1,1,,1,,28,4,,AV_forced
7/26/21 19:09,7/26/21 19:12,0,70.178.49.168,100,135,1,7/26/21 19:12,R_3nVsOD24wEeoRwZ,,,,,36.18049622,-94.53040314,anonymous,EN,2,2,2,,,1,,1,2,2,,3,,35,3,,human_unforced
7/26/21 19:11,7/26/21 19:12,0,24.198.76.190,100,83,1,7/26/21 19:13,R_1LIfbih2qDIwZtn,,,,,43.084198,-75.22869873,anonymous,EN,2,2,2,,,,2,1,1,2,,3,,31,4,,human_forced
7/26/21 19:12,7/26/21 19:13,0,24.61.162.125,100,67,1,7/26/21 19:13,R_vohYGfzV2l8FryN,,,,,43.16040039,-71.41790009,anonymous,EN,2,2,2,,3,,,2,1,1,,3,,32,4,,AV_unforced
7/26/21 19:13,7/26/21 19:14,0,209.170.246.134,100,36,1,7/26/21 19:14,R_r2LGrjo1s1tjJO9,,,,,39.55459595,-75.03029633,anonymous,EN,2,2,2,2,,,,2,1,2,,3,,33,4,,AV_forced
7/26/21 19:18,7/26/21 19:19,0,98.33.197.163,100,48,1,7/26/21 19:19,R_3McFGbKJWYelG7p,,,,,40.65960693,-111.9195023,anonymous,EN,2,2,2,2,,,,2,1,1,,3,,30,2,,AV_forced
7/26/21 19:18,7/26/21 19:19,0,100.2.111.232,100,76,1,7/26/21 19:19,R_pflyIKrEl3lYHTz,,,,,40.70509338,-73.24299622,anonymous,EN,2,2,2,,,,1,1,1,2,,3,,51,5,,human_forced
7/26/21 19:16,7/26/21 19:19,0,35.136.193.26,100,200,1,7/26/21 19:19,R_xnqEl1hNAo2rNER,,,,,28.92840576,-82.49210358,anonymous,EN,2,2,2,,,2,,2,2,2,,3,,53,3,,human_unforced
7/26/21 19:18,7/26/21 19:19,0,69.176.9.102,100,65,1,7/26/21 19:19,R_PMxwwDCyiQKt8hX,,,,,37.31970215,-82.61139679,anonymous,EN,2,2,2,,2,,,2,1,1,,3,,39,3,,AV_unforced
7/26/21 19:19,7/26/21 19:19,0,130.18.60.173,100,42,1,7/26/21 19:19,R_2CUM9ynSkPbBezf,,,,,33.44740295,-88.82050323,anonymous,EN,2,2,2,,,,1,1,1,1,,3,,36,4,,human_forced
7/26/21 19:19,7/26/21 19:20,0,70.188.138.53,100,85,1,7/26/21 19:20,R_1M0Xylf1KkzxCAq,,,,,41.48660278,-71.32949829,anonymous,EN,2,2,2,,,2,,2,2,1,,3,,36,6,,human_unforced
7/26/21 19:18,7/26/21 19:20,0,70.44.129.143,100,114,1,7/26/21 19:20,R_Ybq2EXiIj17cRgd,,,,,40.17500305,-76.18170166,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,50,2,,AV_unforced
7/26/21 19:18,7/26/21 19:20,0,97.94.196.100,100,137,1,7/26/21 19:20,R_1LGxS3BJb3FIkHT,,,,,33.18930054,-97.12609863,anonymous,EN,2,2,2,,,2,,1,2,4,non binary,5,,31,5,,human_unforced
7/26/21 19:21,7/26/21 19:21,0,66.119.214.17,100,40,1,7/26/21 19:21,R_1kHW1oQPBc0GW94,,,,,46.22920227,-119.1705017,anonymous,EN,2,2,2,2,,,,2,1,1,,3,,34,4,,AV_forced
7/26/21 19:21,7/26/21 19:22,0,76.188.30.208,100,60,1,7/26/21 19:22,R_3KMwKya1QvL8gx8,,,,,40.76669312,-82.53559875,anonymous,EN,2,2,2,,,,2,1,1,1,,3,,43,4,,human_forced
7/26/21 19:19,7/26/21 19:22,0,70.176.80.9,100,147,1,7/26/21 19:22,R_zeeKSNHDMfxue65,,,,,31.85470581,-111.0086975,anonymous,EN,2,2,2,,,3,,2,2,2,,3,,70,4,,human_unforced
7/26/21 19:18,7/26/21 19:22,0,47.20.173.97,100,220,1,7/26/21 19:22,R_3G24Tns9frR8pSd,,,,,41.22779846,-73.99700165,anonymous,EN,2,2,2,,,,1,1,1,2,,3,,68,3,,human_forced
7/26/21 19:21,7/26/21 19:22,0,68.1.63.65,100,105,1,7/26/21 19:22,R_1pQp0KR7Q8zUs9x,,,,,30.51499939,-86.48439789,anonymous,EN,2,2,2,,2,,,2,2,2,,3,,27,1,,AV_unforced
7/26/21 19:18,7/26/21 19:24,0,67.3.183.244,100,341,1,7/26/21 19:24,R_UszNS6WGvKtLZWp,,,,,41.28540039,-96.1493988,anonymous,EN,2,2,2,,,2,,1,2,1,,3,,33,4,,human_unforced
7/26/21 19:18,7/26/21 19:24,0,98.214.171.119,100,313,1,7/26/21 19:24,R_3G3daDI9jqealfF,,,,,40.76870728,-89.60240173,anonymous,EN,2,2,2,2,,,,2,1,2,,3,,41,2,,AV_forced
7/26/21 19:23,7/26/21 19:24,0,173.47.178.202,100,63,1,7/26/21 19:24,R_3QGaKyhDgclELaR,,,,,43.55529785,-111.8921967,anonymous,EN,2,2,2,,,,2,1,1,2,,3,,32,4,,human_forced
7/26/21 19:25,7/26/21 19:26,0,73.17.198.2,100,25,1,7/26/21 19:26,R_3PTQps87QLnEUZf,,,,,43.41850281,-71.98500061,anonymous,EN,1,,,,,,,,,,,,,,,,
7/26/21 19:25,7/26/21 19:26,0,67.247.209.64,100,82,1,7/26/21 19:26,R_3ikENv4GT1OIolz,,,,,42.83540344,-78.75730133,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,37,1,,AV_unforced
7/26/21 19:26,7/26/21 19:27,0,173.160.124.209,100,57,1,7/26/21 19:27,R_eSfs837uMSHuscp,,,,,44.09860229,-87.67819977,anonymous,EN,2,2,2,2,,,,2,1,2,,3,,38,4,,AV_forced
7/26/21 19:26,7/26/21 19:27,0,73.17.198.2,100,57,1,7/26/21 19:27,R_1q25KMAEKFKNd7G,,,,,43.41850281,-71.98500061,anonymous,EN,2,2,2,2,,,,2,1,2,,3,,30,3,,AV_forced
7/26/21 19:43,7/26/21 19:44,0,76.171.174.178,100,52,1,7/26/21 19:44,R_d6HsV4zyE5o3t4Z,,,,,33.36830139,-117.2332993,anonymous,EN,2,2,2,,,3,,1,2,1,,3,,35,4,,human_unforced
7/26/21 23:59,7/26/21 23:59,0,67.83.65.81,100,6,1,7/26/21 23:59,R_290TC2urFo5jkIl,,,,,41.1927948,-73.23889923,anonymous,EN,1,,,,,,,,,,,,,,,,
7/26/21 23:59,7/26/21 23:59,0,69.253.168.240,100,10,1,7/26/21 23:59,R_1roZ1OZ087D8eFV,,,,,40.06190491,-74.998703,anonymous,EN,1,,,,,,,,,,,,,,,,
7/26/21 23:59,7/27/21 0:00,0,73.46.69.24,100,35,1,7/27/21 0:00,R_PIfsM7wL2ZunGpP,,,,,25.7348938,-80.22280121,anonymous,EN,2,2,2,,,,2,1,1,1,,4,,30,4,,human_forced
7/27/21 0:00,7/27/21 0:00,0,72.191.187.92,100,10,1,7/27/21 0:00,R_1kMKfRd5leLQS17,,,,,31.77029419,-106.3005981,anonymous,EN,1,,,,,,,,,,,,,,,,
7/26/21 23:59,7/27/21 0:00,0,66.176.17.167,100,41,1,7/27/21 0:00,R_3iChfz7IM5yAI2z,,,,,25.82749939,-80.2723999,anonymous,EN,2,2,2,,,,1,2,2,1,,1,,28,5,,human_forced
7/26/21 23:59,7/27/21 0:00,0,104.136.219.49,100,36,1,7/27/21 0:00,R_2WPGFQiyb9ful7h,,,,,27.89300537,-82.50740051,anonymous,EN,2,2,2,,3,,,2,1,1,,2,,30,4,,AV_unforced
7/26/21 23:59,7/27/21 0:00,0,75.22.103.98,100,46,1,7/27/21 0:00,R_ABvyHPwEAaWaX61,,,,,40.11039734,-83.11309814,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,35,4,,AV_unforced
7/26/21 23:59,7/27/21 0:00,0,68.111.170.82,100,45,1,7/27/21 0:00,R_PZ140f4uMKAZLO1,,,,,33.13659668,-117.0610962,anonymous,EN,2,2,2,,,3,,,2,1,,3,,29,4,,human_unforced
7/27/21 0:00,7/27/21 0:00,0,108.31.82.249,100,2,1,7/27/21 0:00,R_2fuO401FFNyeGMD,,,,,39.13609314,-77.28240204,anonymous,EN,1,,,,,,,,,,,,,,,,
7/26/21 23:59,7/27/21 0:00,0,73.242.158.201,100,42,1,7/27/21 0:00,R_3nTUbwtJz1FrgZj,,,,,35.50650024,-108.7414017,anonymous,EN,2,2,2,,3,,,2,2,1,,3,,32,4,,AV_unforced
7/26/21 23:59,7/27/21 0:00,0,174.17.131.41,100,55,1,7/27/21 0:00,R_1g0hXBZFuckfELP,,,,,33.46560669,-111.9955978,anonymous,EN,2,2,2,,,2,,2,2,1,,3,,38,4,,human_unforced
7/26/21 23:59,7/27/21 0:00,0,74.65.215.100,100,59,1,7/27/21 0:00,R_1Ii2MOrO9ifjuuv,,,,,40.71490479,-73.98930359,anonymous,EN,2,2,2,,,,2,1,1,1,,2,,25,4,,human_forced
7/26/21 23:59,7/27/21 0:00,0,74.74.203.104,100,52,1,7/27/21 0:00,R_1mW6sQP7ozGYBZi,,,,,42.62339783,-73.11540222,anonymous,EN,2,2,2,,2,,,2,2,2,,3,,54,5,,AV_unforced
7/26/21 23:59,7/27/21 0:00,0,99.56.119.227,100,60,1,7/27/21 0:00,R_bNFT7Oj16T20rMB,,,,,29.87379456,-95.52330017,anonymous,EN,2,2,2,2,,,,2,1,1,,5,,55,5,,AV_forced
7/26/21 23:59,7/27/21 0:00,0,71.74.248.118,100,58,1,7/27/21 0:00,R_1in8yD9lBKkkeiM,,,,,41.60549927,-81.4654007,anonymous,EN,2,2,2,2,,,,2,1,2,,3,,36,3,,AV_forced
7/26/21 23:59,7/27/21 0:00,0,74.197.213.188,100,57,1,7/27/21 0:00,R_3iKCQvQcW4fhwu7,,,,,32.27799988,-101.4533997,anonymous,EN,2,2,2,2,,,,2,1,1,,3,,22,3,,AV_forced
7/26/21 23:59,7/27/21 0:00,0,104.172.136.246,100,56,1,7/27/21 0:00,R_428VOey2iMqFamt,,,,,34.18559265,-119.2136993,anonymous,EN,2,2,2,,,2,,1,2,1,,4,,32,4,,human_unforced
7/26/21 23:59,7/27/21 0:00,0,76.209.127.240,100,54,1,7/27/21 0:00,R_1DFRBHDMGpv9nFr,,,,,32.81790161,-96.63189697,anonymous,EN,2,2,2,,,3,,1,2,2,,3,,41,3,,human_unforced
7/26/21 23:59,7/27/21 0:00,0,73.176.84.2,100,67,1,7/27/21 0:00,R_1GUJC2vftnuCsnt,,,,,41.56809998,-87.17489624,anonymous,EN,2,2,2,,,,2,2,1,2,,4,,36,3,,human_forced
7/27/21 0:00,7/27/21 0:00,0,199.0.198.56,100,17,1,7/27/21 0:00,R_1Nk9nPD7mFN7lRU,,,,,39.55169678,-97.65180206,anonymous,EN,1,,,,,,,,,,,,,,,,
7/26/21 23:59,7/27/21 0:00,0,104.231.97.46,100,68,1,7/27/21 0:00,R_QoUgnFRIaCaMNQR,,,,,41.6867981,-81.33989716,anonymous,EN,2,2,2,1,,,,2,1,1,,3,,33,4,,AV_forced
7/27/21 0:00,7/27/21 0:01,0,68.63.20.185,100,59,1,7/27/21 0:01,R_1gdYec2nKiI4dtl,,,,,30.49079895,-84.31580353,anonymous,EN,2,2,2,,,,1,1,1,1,,3,,39,4,,human_forced
7/27/21 0:00,7/27/21 0:01,0,73.57.91.147,100,15,1,7/27/21 0:01,R_22ymNM7HHLyfSBr,,,,,26.74569702,-80.07219696,anonymous,EN,1,,,,,,,,,,,,,,,,
7/26/21 23:59,7/27/21 0:01,0,73.169.119.154,100,77,1,7/27/21 0:01,R_2c0jJjF68YV6fLN,,,,,39.58920288,-105.1359024,anonymous,EN,2,2,2,,,1,,1,1,2,,3,,62,4,,human_unforced
7/27/21 0:00,7/27/21 0:01,0,71.196.173.184,100,57,1,7/27/21 0:01,R_31XYvA5xsESwbwJ,,,,,39.81469727,-105.1167984,anonymous,EN,2,2,2,2,,,,2,1,1,,3,,47,3,,AV_forced
7/27/21 0:00,7/27/21 0:01,0,68.34.74.124,100,45,1,7/27/21 0:01,R_2aIxvaclKnUYOau,,,,,42.19549561,-83.48940277,anonymous,EN,2,2,2,,,,2,2,1,1,,3,,28,3,,human_forced
7/27/21 0:00,7/27/21 0:01,0,69.120.100.210,100,69,1,7/27/21 0:01,R_28LKTdGAs9Om0W0,,,,,40.9571991,-74.16040039,anonymous,EN,2,2,2,2,,,,2,1,1,,3,,31,1,,AV_forced
7/27/21 0:00,7/27/21 0:01,0,107.4.76.53,100,36,1,7/27/21 0:01,R_2xDINRuE7u6eXhw,,,,,43.18190002,-83.72380066,anonymous,EN,2,2,2,,,2,,1,2,1,,3,,30,1,,human_unforced
7/26/21 23:59,7/27/21 0:01,0,216.172.124.132,100,84,1,7/27/21 0:01,R_p0J8eTE7mJTbjYB,,,,,48.11720276,-96.17690277,anonymous,EN,2,2,2,,1,,,2,2,1,,3,,43,4,,AV_unforced
7/27/21 0:00,7/27/21 0:01,0,100.34.205.121,100,55,1,7/27/21 0:01,R_2ZCeWJbMJFTuqxk,,,,,40.18089294,-75.21559906,anonymous,EN,2,2,2,,,,2,1,1,1,,3,,33,3,,human_forced
7/27/21 0:01,7/27/21 0:01,0,47.149.21.163,100,8,1,7/27/21 0:01,R_5tEKcDcQV3FZTcB,,,,,34.04299927,-117.7556,anonymous,EN,1,,,,,,,,,,,,,,,,
7/27/21 0:00,7/27/21 0:01,0,108.31.82.249,100,46,1,7/27/21 0:01,R_1pmxYkeoSIN53HD,,,,,39.13609314,-77.28240204,anonymous,EN,2,2,2,,3,,,2,2,2,,2,,39,4,,AV_unforced
7/27/21 0:00,7/27/21 0:01,0,97.116.105.121,100,78,1,7/27/21 0:01,R_3k87ogl2HpUql6Y,,,,,44.97099304,-93.04979706,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,35,5,,human_unforced
7/26/21 23:59,7/27/21 0:01,0,24.211.26.202,100,105,1,7/27/21 0:01,R_2XjiPTf9QGfrCJa,,,,,43.05380249,-88.39759827,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,37,4,,AV_unforced
7/27/21 0:00,7/27/21 0:01,0,24.61.162.125,100,68,1,7/27/21 0:01,R_2AHb3grzBZ1Bygl,,,,,43.16040039,-71.41790009,anonymous,EN,2,2,2,,3,,,2,1,1,,3,,32,4,,AV_unforced
7/27/21 0:00,7/27/21 0:01,0,199.193.237.17,100,90,1,7/27/21 0:01,R_9MHc4Q6ESkqpbih,,,,,43.99099731,-124.0930023,anonymous,EN,2,2,2,1,,,,2,1,2,,3,,40,4,,AV_forced
7/26/21 23:59,7/27/21 0:01,0,96.28.214.181,100,105,1,7/27/21 0:01,R_1CpFPzmIqQY3Wo4,,,,,38.05380249,-83.93859863,anonymous,EN,2,2,2,,,,1,1,1,1,,3,,44,3,,human_forced
7/27/21 0:00,7/27/21 0:01,0,74.83.50.210,100,84,1,7/27/21 0:01,R_1jZFkTSlDAePaJS,,,,,39.19940186,-84.52600098,anonymous,EN,2,2,2,,3,,,2,2,2,,3,,54,6,,AV_unforced
7/26/21 23:59,7/27/21 0:01,0,65.140.72.210,100,98,1,7/27/21 0:01,R_2tqVpjr5V0E9u0u,,,,,47.66600037,-117.4358978,anonymous,EN,2,2,2,,1,,,2,1,1,,3,,57,3,,AV_unforced
7/27/21 0:00,7/27/21 0:01,0,50.229.25.211,100,95,1,7/27/21 0:01,R_87I3KkHjX319bYl,,,,,42.56390381,-70.94629669,anonymous,EN,2,2,2,,,,2,1,1,2,,3,,32,5,,human_forced
7/27/21 0:00,7/27/21 0:01,0,207.155.64.101,100,75,1,7/27/21 0:01,R_2c1mYaSplKqTykc,,,,,31.05059814,-84.88760376,anonymous,EN,2,2,2,1,,,,2,1,1,,3,,60,4,,AV_forced
7/26/21 23:59,7/27/21 0:01,0,71.47.197.206,100,110,1,7/27/21 0:01,R_sdQ6z5meDly7dhn,,,,,28.20620728,-80.68740082,anonymous,EN,2,2,2,2,,,,2,1,2,,3,,54,1,,AV_forced
7/26/21 23:59,7/27/21 0:01,0,75.62.84.116,100,105,1,7/27/21 0:01,R_1Fx0ctuBV7S9MDp,,,,,33.37919617,-86.69689941,anonymous,EN,2,2,2,,,2,,1,2,2,,3,,64,4,,human_unforced
7/27/21 0:01,7/27/21 0:01,0,67.176.208.129,100,38,1,7/27/21 0:01,R_r1qWhOmiHD7PWjT,,,,,41.90249634,-87.67259979,anonymous,EN,2,2,2,,,,2,2,1,2,,3,,,5,,human_forced
7/27/21 0:00,7/27/21 0:01,0,138.207.140.61,100,85,1,7/27/21 0:01,R_3q7gSbrUYuW9Kh7,,,,,39.89500427,-79.92440033,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,55,3,,human_unforced
7/27/21 0:00,7/27/21 0:01,0,67.8.244.28,100,85,1,7/27/21 0:01,R_27yxkBULzZwQD1v,,,,,28.1822052,-80.61170197,anonymous,EN,2,2,2,,,1,,1,2,1,,3,,39,2,,human_unforced
7/27/21 0:00,7/27/21 0:01,0,108.160.227.74,100,62,1,7/27/21 0:01,R_2fwj149gJW7o5O9,,,,,41.74409485,-91.61319733,anonymous,EN,2,2,2,,1,,,2,1,1,,3,,30,4,,AV_unforced
7/27/21 0:00,7/27/21 0:01,0,47.157.113.84,100,73,1,7/27/21 0:01,R_1Kx2d2QtfdBH1dD,,,,,34.14529419,-117.300499,anonymous,EN,2,2,2,,2,,,2,2,1,,4,,33,4,,AV_unforced
7/27/21 0:00,7/27/21 0:01,0,174.194.128.79,100,56,1,7/27/21 0:01,R_1gubAhWCOVzeCH0,,,,,37.77940369,-122.217804,anonymous,EN,2,2,2,,,2,,1,2,2,,3,,37,4,,human_unforced
7/26/21 23:59,7/27/21 0:01,0,172.58.201.99,100,116,1,7/27/21 0:01,R_vdF5fL61d6shmoh,,,,,39.97680664,-75.2559967,anonymous,EN,2,2,2,,,2,,1,2,1,,2,,34,4,,human_unforced
