StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,att1,att2,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,AC_3_intent_pedestri,AC_4_intent_pedestri,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,AC_3_intent_driver,AC_4_intent_driver,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,AC_3_random_pedestri,AC_4_random_pedestri,blame_noah_1,blame_robocar_1,blame_robodrive_1,anger_robodrive_1,punish_robodrive_1,moral_bad_robodrive_1,AC_3_random_driver,AC_4_random_driver,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,FL_4_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO,Page1:BlameworthinessQuestions_DO,Page2:MoralOutrageQuestions_DO
7/10/21 1:18,7/10/21 1:20,0,73.131.133.185,100,160,1,7/10/21 1:20,R_22kRHUjhejJcRIz,,,,,33.05799866,-80.01010132,anonymous,EN,2,2,65,20,70,30,81,80,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,32,4,,,FL_8,intentional_pedestri|blame_noah|blame_robodrive|blame_robocar,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,,,
7/10/21 1:19,7/10/21 1:21,0,45.131.193.79,100,113,1,7/10/21 1:21,R_1Lv3X6nE6WyzhmG,,,,,25.77409363,-80.18170166,anonymous,EN,2,2,,,,,,,,,71,99,51,21,38,21,1,1,,,,,,,,,,,,,,,,,1,,5,Hispanic ,30,2,,no,FL_9,,,intentional_driver|blame_robodrive|blame_robocar|blame_noah,intentional_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive,,,,
7/10/21 1:21,7/10/21 1:23,0,73.19.183.21,100,60,1,7/10/21 1:23,R_1PTORyVoXGbgbyQ,,,,,30.456604,-84.32230377,anonymous,EN,2,2,0,71,50,0,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,38,5,,No comment.,FL_8,intentional_pedestri|blame_noah|blame_robocar|blame_robodrive,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,,,
7/10/21 1:19,7/10/21 1:23,0,76.219.107.229,100,213,1,7/10/21 1:23,R_21v0Ai97mmEHxyQ,,,,,40.11039734,-83.11309814,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,83,81,57,77,62,2,2,,,,,,,,,1,,1,,30,5,,,FL_10,,,,,random_pedestri|blame_robodrive|blame_robocar|blame_noah,random_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,
7/10/21 1:22,7/10/21 1:23,0,98.0.46.131,100,53,1,7/10/21 1:23,R_1DomSXUUlu1WMXT,,,,,43.60169983,-70.23539734,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,0,100,10,10,50,2,2,,,,,,,,,2,,1,,33,5,,,FL_10,,,,,random_pedestri|blame_noah|blame_robocar|blame_robodrive,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,
7/10/21 1:21,7/10/21 1:23,0,73.135.17.30,100,100,1,7/10/21 1:23,R_3qyCQTnLx7kzOHG,,,,,39.33610535,-76.53890228,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,0,0,0,14,0,2,2,,,,,,,,,1,,1,,26,2,,no,FL_10,,,,,random_pedestri|blame_robocar|blame_noah|blame_robodrive,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,
7/10/21 1:22,7/10/21 1:23,0,68.8.163.160,100,71,1,7/10/21 1:23,R_27BTU33l01emcPp,,,,,32.71040344,-117.0527954,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,50,50,2,1,1,,1,,39,2,,,FL_11,,,,,,,random_driver|blame_robodrive|blame_noah|blame_robocar,random_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive
7/10/21 1:24,7/10/21 1:25,0,73.15.218.76,100,62,1,7/10/21 1:25,R_3MumiNVrtf4vWsW,,,,,38.10249329,-122.2131958,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,100,100,2,1,2,,1,,37,5,,x,FL_11,,,,,,,random_driver|blame_noah|blame_robodrive|blame_robocar,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive
7/10/21 1:23,7/10/21 1:26,0,142.197.130.216,100,154,1,7/10/21 1:26,R_br1p9hesZlO42bv,,,,,28.30560303,-81.41970062,anonymous,EN,2,2,0,0,100,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,59,4,,,FL_8,intentional_pedestri|blame_robodrive|blame_robocar|blame_noah,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,,,
7/10/21 1:25,7/10/21 1:26,0,24.236.228.93,100,93,1,7/10/21 1:26,R_11k18V1aUfPDDrT,,,,,43.03520203,-83.52480316,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,13,98,99,100,100,4,1,1,2,,1,,56,4,,,FL_11,,,,,,,random_driver|blame_noah|blame_robodrive|blame_robocar,random_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive
7/10/21 1:26,7/10/21 1:27,0,131.106.53.170,100,67,1,7/10/21 1:27,R_27rH7AAUlYM7bkY,,,,,40.60270691,-75.47779846,anonymous,EN,2,2,,,,,,,,,14,65,74,82,91,96,1,1,,,,,,,,,,,,,,,,,1,,1,,39,5,,,FL_9,,,intentional_driver|blame_robocar|blame_robodrive|blame_noah,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,
7/10/21 1:27,7/10/21 1:28,0,67.247.68.1,100,72,1,7/10/21 1:28,R_1jpnId0FUwuV9Ll,,,,,43.06419373,-74.33399963,anonymous,EN,2,2,,,,,,,,,,,,,,,,,19,71,18,14,14,15,1,2,,,,,,,,,1,,1,,27,5,,No.,FL_10,,,,,random_pedestri|blame_noah|blame_robodrive|blame_robocar,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,
7/10/21 1:31,7/10/21 1:32,0,173.23.127.126,100,56,1,7/10/21 1:32,R_1mlXLtepyvWnBjm,,,,,37.11369324,-93.28959656,anonymous,EN,2,2,79,80,86,62,56,53,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,33,5,,no,FL_8,intentional_pedestri|blame_robocar|blame_noah|blame_robodrive,intentional_pedestri|moral_bad_robodrive|punish_robodrive|anger_robodrive,,,,,,
7/10/21 1:32,7/10/21 1:35,0,73.240.82.174,100,169,1,7/10/21 1:35,R_2mG8gMXsWIB8zjX,,,,,44.59280396,-123.2745972,anonymous,EN,2,2,,,,,,,,,25,10,85,61,20,40,1,1,,,,,,,,,,,,,,,,,1,,1,,34,5,,thanks,FL_9,,,intentional_driver|blame_robodrive|blame_robocar|blame_noah,intentional_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,,,,
7/10/21 1:36,7/10/21 1:38,0,67.191.145.76,100,92,1,7/10/21 1:38,R_1LATZd09t3OPeSZ,,,,,34.23190308,-84.16269684,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,53,0,100,69,0,0,2,1,1,,1,,36,5,,,FL_11,,,,,,,random_driver|blame_robocar|blame_noah|blame_robodrive,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive
7/10/21 1:35,7/10/21 1:38,0,107.126.83.177,100,147,1,7/10/21 1:38,R_3NUuDVLb86WS7AX,,,,,37.75100708,-97.8219986,anonymous,EN,2,2,,,,,,,,,,,,,,,,,11,41,73,71,75,77,2,2,,,,,,,,,2,,1,,61,3,,,FL_10,,,,,random_pedestri|blame_robodrive|blame_noah|blame_robocar,random_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,
7/10/21 1:36,7/10/21 1:38,0,24.211.26.202,100,148,1,7/10/21 1:38,R_3pkXwQLjB8GKrsM,,,,,43.11000061,-88.48899841,anonymous,EN,2,2,,,,,,,,,,,,,,,,,3,60,90,5,55,50,2,2,,,,,,,,,1,,1,,37,5,,N/A -- Thanks,FL_10,,,,,random_pedestri|blame_robodrive|blame_robocar|blame_noah,random_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,
7/10/21 1:39,7/10/21 1:41,0,69.117.190.55,100,115,1,7/10/21 1:41,R_3Em92Nhjl7m0ql1,,,,,40.87309265,-74.74259949,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,68,97,99,88,89,80,1,1,1,,1,,33,5,,,FL_11,,,,,,,random_driver|blame_noah|blame_robodrive|blame_robocar,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive
7/10/21 1:38,7/10/21 1:41,0,167.224.165.133,100,168,1,7/10/21 1:41,R_1M4JWtI3sAK9Br9,,,,,36.1835022,-94.17620087,anonymous,EN,2,2,0,0,100,50,80,50,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,39,2,,none,FL_8,intentional_pedestri|blame_robocar|blame_robodrive|blame_noah,intentional_pedestri|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,,,
7/10/21 1:40,7/10/21 1:44,0,72.197.143.19,100,210,1,7/10/21 1:44,R_2am029AoJXJeidq,,,,,32.72579956,-116.9933014,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,0,100,0,0,0,2,2,,,,,,,,,1,,4,,37,2,,No,FL_10,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,
7/10/21 1:42,7/10/21 1:45,0,24.208.188.198,100,137,1,7/10/21 1:45,R_2zMCiSDEjTUFDA1,,,,,40.74159241,-84.15219879,anonymous,EN,2,2,,,,,,,,,0,0,100,99,100,100,3,1,,,,,,,,,,,,,,,,,1,,1,,40,3,,,FL_9,,,intentional_driver|blame_robodrive|blame_noah|blame_robocar,intentional_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive,,,,
7/10/21 1:42,7/10/21 1:45,0,45.51.176.67,100,170,1,7/10/21 1:45,R_1jHTqsEVG2Ed2Ud,,,,,33.88400269,-117.894104,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,100,0,50,1,1,1,,3,,39,5,,none,FL_11,,,,,,,random_driver|blame_robocar|blame_robodrive|blame_noah,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive
7/10/21 1:44,7/10/21 1:46,0,73.112.84.202,100,105,1,7/10/21 1:46,R_3p4Hzw2czqcqfrd,,,,,39.80130005,-75.00309753,anonymous,EN,2,2,78,54,52,69,53,55,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,29,5,,none,FL_8,intentional_pedestri|blame_noah|blame_robocar|blame_robodrive,intentional_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,,,
7/10/21 1:47,7/10/21 1:48,0,98.111.116.158,100,75,1,7/10/21 1:48,R_2brWjR3f6yVMQ3n,,,,,40.2749939,-76.80390167,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,0,100,68,72,71,2,2,,,,,,,,,1,,1,,29,3,,,FL_10,,,,,random_pedestri|blame_robodrive|blame_noah|blame_robocar,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,
7/10/21 1:47,7/10/21 1:48,0,68.41.37.161,100,87,1,7/10/21 1:48,R_3qjMbxbxZbUCMt7,,,,,42.25320435,-84.38770294,anonymous,EN,2,2,,,,,,,,,25,75,50,60,5,15,3,1,,,,,,,,,,,,,,,,,1,,1,,35,3,,,FL_9,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive,,,,
7/10/21 1:47,7/10/21 1:48,0,76.107.22.101,100,97,1,7/10/21 1:48,R_pFzi17eeKzLQJ5n,,,,,35.1566925,-89.92739868,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9,5,12,5,2,1,1,,1,,69,4,,"if I'm dead, how do I get angry?",FL_11,,,,,,,random_driver|blame_robocar|blame_robodrive|blame_noah,random_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive
7/10/21 1:47,7/10/21 1:49,0,65.140.72.210,100,112,1,7/10/21 1:49,R_24BmIJ8jmOIEjwN,,,,,47.66600037,-117.4358978,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,70,65,65,65,65,50,2,1,1,,1,,57,4,,,FL_11,,,,,,,random_driver|blame_noah|blame_robodrive|blame_robocar,random_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive
7/10/21 1:47,7/10/21 1:49,0,142.105.44.178,100,135,1,7/10/21 1:49,R_daqAbU33DalqzyF,,,,,40.84919739,-73.97350311,anonymous,EN,2,2,,,,,,,,,10,9,82,71,60,81,1,1,,,,,,,,,,,,,,,,,2,,3,,30,5,,Thank you for the clear questions.,FL_9,,,intentional_driver|blame_robodrive|blame_robocar|blame_noah,intentional_driver|moral_bad_robodrive|anger_robodrive|punish_robodrive,,,,
7/10/21 1:47,7/10/21 1:50,0,71.214.16.133,100,134,1,7/10/21 1:50,R_2uJ8YCLyQkgTvCd,,,,,29.06930542,-82.21430206,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,5,98,2,2,0,1,2,,,,,,,,,1,,1,,38,3,,Thanks,FL_10,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,
7/10/21 1:50,7/10/21 1:52,0,75.40.24.179,100,106,1,7/10/21 1:52,R_AaMqx9Gx2GINscx,,,,,32.478302,-84.89849854,anonymous,EN,2,2,,,,,,,,,,,,,,,,,77,0,95,94,97,91,2,2,,,,,,,,,1,,1,,66,6,,none,FL_10,,,,,random_pedestri|blame_robodrive|blame_robocar|blame_noah,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,
7/10/21 1:47,7/10/21 1:53,0,174.107.188.243,100,365,1,7/10/21 1:53,R_1N2jb6U0M0uR6ZS,,,,,34.18469238,-79.770401,anonymous,EN,2,2,100,0,100,50,100,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,51,5,,,FL_8,intentional_pedestri|blame_noah|blame_robodrive|blame_robocar,intentional_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,,,,,
7/10/21 1:48,7/10/21 1:55,0,75.90.211.235,100,388,1,7/10/21 1:55,R_C22i5yOHQeQ1QvD,,,,,37.15310669,-84.09860229,anonymous,EN,2,2,,,,,,,,,32,54,72,15,23,15,1,1,,,,,,,,,,,,,,,,,1,,1,,33,3,,,FL_9,,,intentional_driver|blame_robodrive|blame_noah|blame_robocar,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,
7/10/21 1:52,7/10/21 1:55,0,67.186.183.118,100,163,1,7/10/21 1:55,R_1dsDXjWFLfU5VHk,,,,,41.5480957,-73.00119781,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,100,100,75,2,1,2,,1,,27,4,,N/A,FL_11,,,,,,,random_driver|blame_robodrive|blame_robocar|blame_noah,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive
7/10/21 1:55,7/10/21 1:56,0,99.109.255.169,100,77,1,7/10/21 1:56,R_2sbaD6UVyT8EPT7,,,,,42.9282074,-85.54730225,anonymous,EN,2,2,,,,,,,,,0,90,100,85,75,70,3,1,,,,,,,,,,,,,,,,,1,,1,,27,5,,,FL_9,,,intentional_driver|blame_robocar|blame_noah|blame_robodrive,intentional_driver|punish_robodrive|anger_robodrive|moral_bad_robodrive,,,,
7/10/21 1:56,7/10/21 1:58,0,73.134.226.135,100,111,1,7/10/21 1:58,R_tPxA8TpcxUmhaG5,,,,,38.97790527,-77.08059692,anonymous,EN,2,2,100,36,58,18,17,18,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,35,4,,bad robocar,FL_8,intentional_pedestri|blame_robodrive|blame_robocar|blame_noah,intentional_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,,,,,
7/10/21 1:49,7/10/21 1:59,0,174.134.34.162,100,579,1,7/10/21 1:59,R_2qDIS8E7zSuP2UB,,,,,35.34069824,-119.0596008,anonymous,EN,2,2,60,77,87,69,53,58,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,31,5,,No. Thank you.,FL_8,intentional_pedestri|blame_robodrive|blame_robocar|blame_noah,intentional_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,,,
7/10/21 1:58,7/10/21 1:59,0,92.119.17.70,100,82,1,7/10/21 1:59,R_1rieBxOIkavHV5s,,,,,33.74850464,-84.38710022,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,89,68,91,97,84,50,2,1,2,,3,,23,5,,,FL_11,,,,,,,random_driver|blame_robodrive|blame_noah|blame_robocar,random_driver|anger_robodrive|moral_bad_robodrive|punish_robodrive
7/10/21 2:01,7/10/21 2:02,0,67.162.161.167,100,67,1,7/10/21 2:02,R_3MGqxLzTWBUoHwY,,,,,28.85539246,-81.68730164,anonymous,EN,2,2,,,,,,,,,,,,,,,,,43,96,22,49,13,76,2,2,,,,,,,,,2,,2,,30,4,,,FL_10,,,,,random_pedestri|blame_robocar|blame_noah|blame_robodrive,random_pedestri|punish_robodrive|anger_robodrive|moral_bad_robodrive,,
7/10/21 2:06,7/10/21 2:07,0,76.31.70.114,100,66,1,7/10/21 2:07,R_3qxObkfT0VSlNAa,,,,,29.87379456,-95.52330017,anonymous,EN,2,2,,,,,,,,,31,33,28,23,17,26,1,3,,,,,,,,,,,,,,,,,1,,1,,37,5,,,FL_9,,,intentional_driver|blame_robocar|blame_robodrive|blame_noah,intentional_driver|anger_robodrive|punish_robodrive|moral_bad_robodrive,,,,
7/10/21 2:07,7/10/21 2:08,0,107.77.214.11,100,76,1,7/10/21 2:08,R_2dMXZIiKzi4DOxv,,,,,34.05439758,-118.2440033,anonymous,EN,2,2,100,0,100,100,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,35,4,,,FL_8,intentional_pedestri|blame_noah|blame_robodrive|blame_robocar,intentional_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,,,,,
7/10/21 2:03,7/10/21 2:08,0,24.95.181.46,100,295,1,7/10/21 2:08,R_YPOO5NzjIP5LxJf,,,,,38.47360229,-82.64129639,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,70,1,90,80,60,70,2,1,2,,1,,49,5,,The questions seemed somewhat difficult to answer.  But I didn't experience any technical or issues.  Thank you for the opportunity to participate.,FL_11,,,,,,,random_driver|blame_noah|blame_robodrive|blame_robocar,random_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive
7/10/21 2:15,7/10/21 2:16,0,68.93.135.50,100,73,1,7/10/21 2:16,R_2rNuCX6J6ienyNv,,,,,38.22129822,-85.73960114,anonymous,EN,2,2,,,,,,,,,,,,,,,,,10,100,100,50,88,71,2,2,,,,,,,,,2,,1,,37,5,,,FL_10,,,,,random_pedestri|blame_noah|blame_robocar|blame_robodrive,random_pedestri|moral_bad_robodrive|anger_robodrive|punish_robodrive,,
7/10/21 2:18,7/10/21 2:19,0,24.25.130.248,100,72,1,7/10/21 2:19,R_u9rBzYRe8C45KCJ,,,,,43.07290649,-75.60299683,anonymous,EN,2,2,37,78,72,65,71,57,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,25,2,,,FL_8,intentional_pedestri|blame_robocar|blame_noah|blame_robodrive,intentional_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,,,,,
7/10/21 2:18,7/10/21 2:20,0,70.94.148.247,100,122,1,7/10/21 2:20,R_1GN86zi7M1EwmI0,,,,,29.65840149,-98.498703,anonymous,EN,2,2,,,,,,,,,,,,,,,,,21,50,50,50,50,50,2,2,,,,,,,,,2,,1,,35,5,,No,FL_10,,,,,random_pedestri|blame_robocar|blame_robodrive|blame_noah,random_pedestri|anger_robodrive|punish_robodrive|moral_bad_robodrive,,
7/10/21 2:20,7/10/21 2:21,0,73.148.224.88,100,79,1,7/10/21 2:21,R_2QzmwloB7OgeC96,,,,,30.36680603,-81.58730316,anonymous,EN,2,2,,,,,,,,,50,35,100,42,57,61,1,1,,,,,,,,,,,,,,,,,1,,1,,26,5,,no,FL_9,,,intentional_driver|blame_noah|blame_robocar|blame_robodrive,intentional_driver|punish_robodrive|moral_bad_robodrive|anger_robodrive,,,,
7/10/21 2:20,7/10/21 2:22,0,174.44.69.192,100,110,1,7/10/21 2:22,R_3GrYyGQqW6LHNKs,,,,,40.59779358,-74.00009918,anonymous,EN,2,2,,,,,,,,,,,,,,,,,,,,,,,,,9,62,82,91,84,70,2,1,1,,3,,28,5,,No.,FL_11,,,,,,,random_driver|blame_robodrive|blame_noah|blame_robocar,random_driver|moral_bad_robodrive|punish_robodrive|anger_robodrive
7/10/21 2:23,7/10/21 2:24,0,173.24.227.204,100,66,1,7/10/21 2:24,R_2VpPLL3ut03QTMF,,,,,37.16799927,-93.30390167,anonymous,EN,2,2,,,,,,,,,,,,,,,,,0,100,100,50,80,80,2,2,,,,,,,,,1,,1,,40,4,,,FL_10,,,,,random_pedestri|blame_noah|blame_robocar|blame_robodrive,random_pedestri|anger_robodrive|moral_bad_robodrive|punish_robodrive,,
