StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,TP_unforced,fp_unforced,tp_forced,fp_forced,comp1,comp2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,ses,ses_8_TEXT,FL_9_DO
7/23/21 15:08,7/23/21 15:12,0,75.136.159.132,100,220,1,7/23/21 15:12,R_2EzyL62Om86Qwpi,,,,,34.52510071,-82.63069916,anonymous,EN,2,2,2,,2,,,,2,1,,3,,24,4,,FP_unforced
7/23/21 15:11,7/23/21 15:12,0,98.5.202.151,100,99,1,7/23/21 15:12,R_2rAb3EA5NnTB7XW,,,,,42.88609314,-78.74569702,anonymous,EN,2,2,2,3,,,,2,2,1,,3,,31,4,,TP_unforced
7/23/21 15:11,7/23/21 15:13,0,12.198.49.114,100,71,1,7/23/21 15:13,R_2SCvn06V8BdtwJ5,,,,,32.7203064,-117.1551971,anonymous,EN,2,2,2,,,,1,1,2,1,,3,,29,4,,FP_forced
7/23/21 15:12,7/23/21 15:13,0,173.22.23.45,100,65,1,7/23/21 15:13,R_12PGk3qhDNk6yOt,,,,,31.57910156,-84.21379852,anonymous,EN,2,2,2,,,1,,1,1,1,,3,,27,4,,TP_forced
7/23/21 15:11,7/23/21 15:13,0,97.104.203.83,100,118,1,7/23/21 15:13,R_b1lDXALSpnaVsQN,,,,,28.48829651,-81.40609741,anonymous,EN,2,2,2,1,,,,1,2,2,,1,,54,4,,TP_unforced
7/23/21 15:11,7/23/21 15:13,0,207.244.71.82,100,134,1,7/23/21 15:13,R_1FlUjnKfBAVFFQZ,,,,,39.01570129,-77.00849915,anonymous,EN,2,2,2,,3,,,2,1,1,,3,,33,4,,FP_unforced
7/23/21 15:12,7/23/21 15:13,0,65.215.8.114,100,96,1,7/23/21 15:13,R_1oGNU9uhddh2va2,,,,,40.7315979,-73.99849701,anonymous,EN,2,2,2,,,2,,1,1,1,,1,,35,1,,TP_forced
7/23/21 15:12,7/23/21 15:13,0,47.33.210.132,100,91,1,7/23/21 15:13,R_UPEYrmcLBlkWmeB,,,,,43.60549927,-84.77960205,anonymous,EN,2,2,2,,2,,,,2,2,,3,,58,3,,FP_unforced
7/23/21 15:13,7/23/21 15:15,0,97.88.55.25,100,83,1,7/23/21 15:15,R_3gUHcLyBCLuIe4x,,,,,45.63600159,-94.21700287,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,39,1,,TP_unforced
7/23/21 15:13,7/23/21 15:15,0,194.49.69.196,100,83,1,7/23/21 15:15,R_3qCF5F6jKbodWjP,,,,,40.78759766,-74.05999756,anonymous,EN,2,2,2,,,1,,1,2,1,,3,,30,4,,TP_forced
7/23/21 15:16,7/23/21 15:16,0,71.30.225.53,100,52,1,7/23/21 15:16,R_2w7d3w28m9W8XTR,,,,,37.6875,-85.87470245,anonymous,EN,2,2,2,,1,,,,2,2,,3,,26,4,,FP_unforced
7/23/21 15:18,7/23/21 15:19,0,107.4.76.53,100,52,1,7/23/21 15:19,R_3rYduYlChM8DHUB,,,,,43.18190002,-83.72380066,anonymous,EN,2,2,2,,2,,,1,2,1,,3,,30,1,,FP_unforced
7/23/21 15:17,7/23/21 15:19,0,73.26.11.144,100,101,1,7/23/21 15:19,R_3KmavaqkgWwqxZT,,,,,35.08129883,-106.6212006,anonymous,EN,2,2,2,,,,1,1,1,1,,3,,61,5,,FP_forced
7/23/21 15:19,7/23/21 15:20,0,98.192.156.105,100,88,1,7/23/21 15:20,R_9mje3ao7PHdtamJ,,,,,30.46609497,-84.10710144,anonymous,EN,2,2,2,3,,,,1,2,2,,5,,43,3,,TP_unforced
7/23/21 15:19,7/23/21 15:21,0,96.244.213.97,100,77,1,7/23/21 15:21,R_1q2S9WTPL9Mchrx,,,,,39.01300049,-76.67420197,anonymous,EN,2,2,2,,,1,,1,1,2,,1,,49,4,,TP_forced
7/23/21 15:21,7/23/21 15:22,0,198.71.99.128,100,51,1,7/23/21 15:22,R_0IgNEPdPuoppKF3,,,,,33.479599,-88.35279846,anonymous,EN,2,2,2,,,,2,2,1,2,,3,,45,4,,FP_forced
7/23/21 15:22,7/23/21 15:23,0,71.77.155.238,100,57,1,7/23/21 15:23,R_1JIynw265O8FjEM,,,,,35.18730164,-79.47299957,anonymous,EN,2,2,2,,,2,,1,1,2,,3,,59,7,,TP_forced
7/23/21 15:19,7/23/21 15:24,0,184.187.92.101,100,304,1,7/23/21 15:24,R_1mxRFgNxI6P3fcC,,,,,37.27589417,-79.8839035,anonymous,EN,2,2,2,3,,,,1,2,1,,3,,33,1,,TP_unforced
7/23/21 15:23,7/23/21 15:24,0,107.144.213.247,100,67,1,7/23/21 15:24,R_1KkDbE0u334FrPS,,,,,35.414505,-119.0402985,anonymous,EN,2,2,2,,2,,,2,2,1,,3,,32,4,,FP_unforced
7/23/21 15:23,7/23/21 15:24,0,73.214.34.193,100,103,1,7/23/21 15:24,R_21EY5rs23Lyn5b4,,,,,40.07780457,-80.97879791,anonymous,EN,2,2,2,2,,,,1,1,1,,3,,42,2,,TP_unforced
7/23/21 15:21,7/23/21 15:25,0,141.193.239.163,100,256,1,7/23/21 15:25,R_dmw375tZLqCENzj,,,,,37.14930725,-77.27259827,anonymous,EN,2,2,2,,,,1,2,1,2,,3,,30,4,,FP_forced
7/23/21 15:25,7/23/21 15:27,0,76.124.65.149,100,75,1,7/23/21 15:27,R_1gT5mRVyaemTo5k,,,,,40.14349365,-75.37789917,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,32,5,,TP_forced
7/23/21 15:26,7/23/21 15:27,0,47.227.97.48,100,59,1,7/23/21 15:27,R_3eaxMo7WyEYaRdM,,,,,39.74360657,-86.11579895,anonymous,EN,2,2,2,,3,,,,2,1,,3,,37,5,,FP_unforced
7/23/21 15:30,7/23/21 15:31,0,173.17.46.46,100,74,1,7/23/21 15:31,R_3nwMlSQt0QYxNzs,,,,,41.12249756,-88.83190155,anonymous,EN,2,2,2,,,1,,1,1,1,,3,,32,1,,TP_forced
7/23/21 15:33,7/23/21 15:34,0,73.236.40.189,100,71,1,7/23/21 15:34,R_6txA1UHvtQ74mLD,,,,,41.02659607,-80.34980011,anonymous,EN,2,2,2,,,,2,,1,1,,3,,60,3,,FP_forced
7/23/21 15:31,7/23/21 15:38,0,68.102.182.181,100,386,1,7/23/21 15:38,R_3C9adWpyuBjRY0p,,,,,38.37460327,-97.67299652,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,38,3,,TP_unforced
7/23/21 15:38,7/23/21 15:39,0,73.140.38.58,100,69,1,7/23/21 15:39,R_2UViIThxz4wQaVJ,,,,,47.62980652,-117.3988953,anonymous,EN,2,2,2,3,,,,1,2,4,Non Binary,5,,29,2,,TP_unforced
7/23/21 15:38,7/23/21 15:40,0,199.116.157.211,100,81,1,7/23/21 15:40,R_3scRm6szQDdPP7D,,,,,37.33500671,-83.03579712,anonymous,EN,2,2,2,,,,2,2,1,1,,3,,35,4,,FP_forced
7/23/21 15:39,7/23/21 15:40,0,47.202.100.113,100,71,1,7/23/21 15:40,R_3h4Sh4okqqon9ge,,,,,28.29870605,-82.69020081,anonymous,EN,2,2,2,,,2,,1,1,2,,3,,39,1,,TP_forced
7/23/21 15:41,7/23/21 15:42,0,74.79.136.187,100,47,1,7/23/21 15:42,R_1MWcTC9O3vNrMQ5,,,,,42.97160339,-76.22299957,anonymous,EN,2,2,2,,,,1,2,1,1,,3,,30,1,,FP_forced
7/23/21 15:42,7/23/21 15:43,0,73.123.179.39,100,81,1,7/23/21 15:43,R_3G3C2lmIK4NUALX,,,,,42.46090698,-71.00740051,anonymous,EN,2,2,2,2,,,,,,1,,2,,25,3,,TP_unforced
7/23/21 15:43,7/23/21 15:44,0,108.18.33.59,100,86,1,7/23/21 15:44,R_3stCed8q43TC7zf,,,,,39.001297,-76.88800049,anonymous,EN,2,2,2,,3,,,,2,1,,3,,30,3,,FP_unforced
7/23/21 15:46,7/23/21 15:47,0,47.148.173.53,100,63,1,7/23/21 15:47,R_Wceq2rWvHB0vfr3,,,,,34.03489685,-117.6184998,anonymous,EN,2,2,2,,,,2,,1,1,,3,,30,3,,FP_forced
7/23/21 15:47,7/23/21 15:47,0,76.181.2.146,100,44,1,7/23/21 15:47,R_bQUujWzF5eYF5g5,,,,,39.40570068,-87.40260315,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,38,1,,TP_forced
7/23/21 15:49,7/23/21 15:50,0,75.67.206.167,100,74,1,7/23/21 15:50,R_3hckYUh1xX0k1vu,,,,,41.74650574,-70.59140015,anonymous,EN,2,2,2,2,,,,1,2,2,,3,,35,4,,TP_unforced
7/23/21 15:50,7/23/21 15:51,0,69.133.33.254,100,66,1,7/23/21 15:51,R_XX2TpOyzNuLp0OJ,,,,,39.62719727,-84.37969971,anonymous,EN,2,2,2,,3,,,2,2,1,,3,,59,4,,FP_unforced
7/23/21 15:51,7/23/21 15:52,0,64.224.70.47,100,79,1,7/23/21 15:52,R_1pQm5bISf50WSAW,,,,,38.44110107,-92.99980164,anonymous,EN,2,2,2,,3,,,2,2,2,,3,,63,3,,FP_unforced
7/23/21 15:51,7/23/21 15:53,0,134.215.21.27,100,101,1,7/23/21 15:53,R_2X6Z3HfXryJyfkl,,,,,36.1867981,-86.50669861,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,36,4,,TP_forced
7/23/21 15:53,7/23/21 15:54,0,71.59.19.246,100,56,1,7/23/21 15:54,R_1dzYUgjlQogsUn0,,,,,34.02400208,-84.23960114,anonymous,EN,2,2,2,,,,2,,1,2,,2,,23,4,,FP_forced
7/23/21 15:42,7/23/21 15:54,0,142.129.18.134,100,712,1,7/23/21 15:54,R_2qylmUaYjdwiiSK,,,,,34.0861969,-117.9640961,anonymous,EN,2,2,2,,,2,,1,1,2,,2,,34,3,,TP_forced
7/23/21 15:52,7/23/21 15:54,0,24.105.238.96,100,109,1,7/23/21 15:54,R_3DnFN2HuZF0pbl4,,,,,42.24780273,-73.7539978,anonymous,EN,2,2,2,3,,,,2,2,2,,1,,25,4,,TP_unforced
7/23/21 16:10,7/23/21 16:11,0,161.38.218.5,100,91,1,7/23/21 16:11,R_2VQgTwuRilnmaWW,,,,,32.66520691,-95.70480347,anonymous,EN,2,2,2,1,,,,1,2,2,,3,,43,2,,TP_unforced
7/23/21 16:11,7/23/21 16:13,0,72.43.155.22,100,105,1,7/23/21 16:13,R_3izfP3wiHAR77jB,,,,,40.84860229,-73.99289703,anonymous,EN,2,2,2,,,,2,,1,1,,2,,51,4,,FP_forced
7/23/21 16:18,7/23/21 16:19,0,75.84.114.212,100,39,1,7/23/21 16:19,R_1fjYZ31C8nSkylV,,,,,33.92120361,-118.142395,anonymous,EN,2,2,2,,,2,,1,1,1,,4,,35,1,,TP_forced
7/23/21 16:21,7/23/21 16:22,0,108.34.207.31,100,72,1,7/23/21 16:22,R_3oFr6CIhaBHhsig,,,,,41.88600159,-71.34570313,anonymous,EN,2,2,2,,,2,,1,1,1,,4,,26,4,,TP_forced
7/23/21 16:25,7/23/21 16:27,0,108.14.73.174,100,110,1,7/23/21 16:27,R_24BkOLDhO4HDMmD,,,,,40.57949829,-73.98889923,anonymous,EN,2,2,2,,3,,,,2,1,,2,,35,4,,FP_unforced
7/23/21 16:27,7/23/21 16:28,0,72.21.196.66,100,66,1,7/23/21 16:28,R_11gVkK0vh7vvTlD,,,,,39.0480957,-77.47280121,anonymous,EN,2,2,2,,,,2,2,1,2,,3,,32,3,,FP_forced
7/23/21 20:59,7/23/21 20:59,0,173.73.32.51,100,1,1,7/23/21 20:59,R_1OMDAYlVgO1kXZY,,,,,38.74809265,-77.23829651,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 20:59,7/23/21 21:00,0,71.71.48.245,100,6,1,7/23/21 21:00,R_2a9zgmnh3LTSNXl,,,,,35.82200623,-80.2614975,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 20:59,7/23/21 21:00,0,172.221.230.165,100,37,1,7/23/21 21:00,R_1C88PdFNW9DaXL6,,,,,38.18789673,-90.4285965,anonymous,EN,2,2,2,,,,2,2,1,1,,3,,45,5,,FP_forced
7/23/21 20:59,7/23/21 21:00,0,174.107.225.143,100,56,1,7/23/21 21:00,R_3fZhppHe4QBhFiJ,,,,,33.91329956,-80.35870361,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,30,1,,TP_forced
7/23/21 21:00,7/23/21 21:01,0,66.26.211.153,100,55,1,7/23/21 21:01,R_3p3kfdNDLqvIIdE,,,,,35.11500549,-80.70610046,anonymous,EN,2,2,2,,3,,,,2,1,,2,,23,4,,FP_unforced
7/23/21 21:00,7/23/21 21:01,0,67.169.248.235,100,61,1,7/23/21 21:01,R_2ydSXWGoAaUPofC,,,,,40.70370483,-111.8094025,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,40,4,,TP_forced
7/23/21 20:59,7/23/21 21:01,0,216.172.124.132,100,86,1,7/23/21 21:01,R_vvqaW1cfwLoGlyh,,,,,48.11720276,-96.17690277,anonymous,EN,2,2,2,1,,,,1,2,1,,3,,43,4,,TP_unforced
7/23/21 21:00,7/23/21 21:01,0,72.231.155.250,100,62,1,7/23/21 21:01,R_0UuPwcI8qlgSvw5,,,,,42.90969849,-76.79340363,anonymous,EN,2,2,2,,,,2,,1,1,,3,,29,4,,FP_forced
7/23/21 20:59,7/23/21 21:01,0,66.91.49.194,100,87,1,7/23/21 21:01,R_2TGbhPTlOUaL1SJ,,,,,21.39079285,-157.933197,anonymous,EN,2,2,2,1,,,,1,2,1,,2,,33,2,,TP_unforced
7/23/21 21:00,7/23/21 21:01,0,172.73.52.43,100,97,1,7/23/21 21:01,R_1PUwvKmD4PtedyX,,,,,35.31930542,-80.74559784,anonymous,EN,2,2,2,,,2,,1,1,1,,2,,49,4,,TP_forced
7/23/21 21:00,7/23/21 21:01,0,35.141.66.255,100,68,1,7/23/21 21:01,R_3D14pKTYFL0GQiE,,,,,28.26939392,-81.47419739,anonymous,EN,2,2,2,,3,,,2,2,2,,3,,27,4,,FP_unforced
7/23/21 21:00,7/23/21 21:01,0,75.188.241.110,100,99,1,7/23/21 21:01,R_2t9m6TMqYnFXSf2,,,,,41.47219849,-81.74500275,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,26,5,,TP_unforced
7/23/21 21:01,7/23/21 21:01,0,75.65.230.9,100,40,1,7/23/21 21:01,R_1CKP240WnawVflF,,,,,32.41439819,-93.87419891,anonymous,EN,2,2,2,,,,2,2,2,1,,1,,34,6,,FP_forced
7/23/21 21:00,7/23/21 21:01,0,152.133.11.16,100,91,1,7/23/21 21:01,R_3KpYfhIQsR6HVmU,,,,,44.90640259,-93.24060059,anonymous,EN,2,2,2,,3,,,,2,1,,3,,31,4,,FP_unforced
7/23/21 21:01,7/23/21 21:02,0,66.176.186.72,100,6,1,7/23/21 21:02,R_2X69Cw0w8E5ge0q,,,,,27.14149475,-80.20179749,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 21:01,7/23/21 21:02,0,108.93.230.189,100,62,1,7/23/21 21:02,R_3Ry1ak4bCpzuhdk,,,,,33.02420044,-85.0719986,anonymous,EN,2,2,2,,,2,,1,1,2,,3,,43,5,,TP_forced
7/23/21 21:00,7/23/21 21:02,0,194.49.69.196,100,115,1,7/23/21 21:02,R_1QEraauHTKAuKvN,,,,,40.78759766,-74.05999756,anonymous,EN,2,2,2,,2,,,2,,1,,3,,30,4,,FP_unforced
7/23/21 21:01,7/23/21 21:02,0,99.152.116.209,100,62,1,7/23/21 21:02,R_3FRnB5i8XZmhsAI,,,,,37.4967041,-122.2664948,anonymous,EN,2,2,2,,,1,,,1,2,,3,,41,5,,TP_forced
7/23/21 21:00,7/23/21 21:02,0,71.75.130.225,100,111,1,7/23/21 21:02,R_31uOyL21iSRuSl8,,,,,35.02209473,-80.53179932,anonymous,EN,2,2,2,2,,,,1,1,2,,1,,40,4,,TP_unforced
7/23/21 21:00,7/23/21 21:02,0,174.126.31.164,100,144,1,7/23/21 21:02,R_2bJmio4Ysr2ZS0E,,,,,43.61380005,-116.3972015,anonymous,EN,2,2,2,,,1,,1,1,2,,3,,38,5,,TP_forced
7/23/21 21:02,7/23/21 21:02,0,76.111.237.64,100,3,1,7/23/21 21:02,R_2YMbgy6ZMVHHQYH,,,,,26.11659241,-80.31919861,anonymous,EN,1,,,,,,,,,,,,,,,,
7/23/21 21:00,7/23/21 21:02,0,72.183.179.223,100,111,1,7/23/21 21:02,R_O2KfKBi2A9MduLv,,,,,29.873703,-97.93609619,anonymous,EN,2,2,2,,,,2,,1,1,,5,,31,4,,FP_forced
7/23/21 21:00,7/23/21 21:02,0,73.57.191.247,100,102,1,7/23/21 21:02,R_1OpFyo2YHzWoAXO,,,,,25.78460693,-80.23300171,anonymous,EN,2,2,2,,,,2,,1,2,,1,,26,3,,FP_forced
7/23/21 21:01,7/23/21 21:02,0,71.60.153.40,100,61,1,7/23/21 21:02,R_2vdeEKnbkHHg8AA,,,,,40.23970032,-79.23789978,anonymous,EN,2,2,2,,3,,,2,2,1,,3,,30,3,,FP_unforced
7/23/21 21:02,7/23/21 21:02,0,76.111.237.64,100,19,1,7/23/21 21:02,R_1DFP6TLQTu3nbNs,,,,,26.11659241,-80.31919861,anonymous,EN,2,2,1,,,,,,,,,,,,,,
7/23/21 21:01,7/23/21 21:03,0,64.4.100.206,100,67,1,7/23/21 21:03,R_33gtgaAq2uNx4BH,,,,,37.602005,-79.04599762,anonymous,EN,2,2,2,3,,,,1,2,2,,3,,40,2,,TP_unforced
7/23/21 21:01,7/23/21 21:03,0,69.59.72.222,100,91,1,7/23/21 21:03,R_3Mst4qb2L8stcsU,,,,,37.35049438,-119.6484985,anonymous,EN,2,2,2,,,,2,,1,1,,3,,38,3,,FP_forced
7/23/21 21:02,7/23/21 21:03,0,208.102.70.226,100,26,1,7/23/21 21:03,R_10SrvMCCGpY4jyu,,,,,39.40249634,-84.52200317,anonymous,EN,2,2,1,,,,,,,,,,,,,,
7/23/21 21:00,7/23/21 21:03,0,73.75.200.39,100,176,1,7/23/21 21:03,R_9tVx00cXFiufZ6x,,,,,42.16430664,-88.31240082,anonymous,EN,2,2,2,2,,,,,2,1,,1,,45,5,,TP_unforced
7/23/21 21:02,7/23/21 21:03,0,104.176.26.78,100,62,1,7/23/21 21:03,R_1FaJ5YQ7iZshJw6,,,,,33.91409302,-84.82740021,anonymous,EN,2,2,2,,,,2,,1,2,,3,,28,4,,FP_forced
7/23/21 21:02,7/23/21 21:03,0,67.184.216.132,100,72,1,7/23/21 21:03,R_6wZeyRxpGB1trHj,,,,,41.92149353,-87.64459991,anonymous,EN,2,2,2,,,2,,1,1,2,,4,,22,4,,TP_forced
7/23/21 21:02,7/23/21 21:03,0,66.176.186.72,100,82,1,7/23/21 21:03,R_1hNiLAF2QIaGzvY,,,,,27.14149475,-80.20179749,anonymous,EN,2,2,2,,,1,,1,2,1,,1,,28,5,,TP_forced
7/23/21 21:02,7/23/21 21:03,0,69.145.24.124,100,66,1,7/23/21 21:03,R_3sHq90Ct5HzufaF,,,,,39.0809021,-108.4925003,anonymous,EN,2,2,2,,,,2,2,1,1,,3,,24,3,,FP_forced
7/23/21 21:02,7/23/21 21:03,0,162.251.172.75,100,84,1,7/23/21 21:03,R_DdeHYSrD4TmF2vL,,,,,36.58180237,-87.41619873,anonymous,EN,2,2,2,3,,,,1,2,1,,3,,32,3,,TP_unforced
7/23/21 21:02,7/23/21 21:03,0,47.198.211.145,100,44,1,7/23/21 21:03,R_2bTpWmtMZuY01W4,,,,,28.03250122,-82.60350037,anonymous,EN,2,2,2,3,,,,1,2,1,,5,,23,3,,TP_unforced
7/23/21 21:02,7/23/21 21:03,0,130.160.85.105,100,66,1,7/23/21 21:03,R_31SDmqk2pjpJZaC,,,,,33.27160645,-87.53620148,anonymous,EN,2,2,2,,2,,,,2,2,,3,,36,7,,FP_unforced
7/23/21 21:01,7/23/21 21:03,0,98.21.5.146,100,147,1,7/23/21 21:03,R_RK7QHBdv7IMNYlP,,,,,34.9250946,-80.72779846,anonymous,EN,2,2,2,,,,2,2,1,1,,3,,73,3,,FP_forced
7/23/21 21:02,7/23/21 21:03,0,147.134.122.236,100,68,1,7/23/21 21:03,R_1MNeLXGGTpntGET,,,,,41.26629639,-95.94509888,anonymous,EN,2,2,2,,,2,,1,1,1,,3,,28,5,,TP_forced
7/23/21 21:02,7/23/21 21:03,0,24.247.213.197,100,68,1,7/23/21 21:03,R_Ui7nD3okCdlQ6jL,,,,,44.03250122,-84.50050354,anonymous,EN,2,2,2,,,,2,,1,1,,3,,41,4,,FP_forced
7/23/21 21:01,7/23/21 21:03,0,173.168.122.228,100,138,1,7/23/21 21:03,R_5ARrCYKnOKgkMgN,,,,,28.47970581,-82.55619812,anonymous,EN,2,2,2,,3,,,,2,1,,3,,32,1,,FP_unforced
7/23/21 21:03,7/23/21 21:03,0,68.5.63.5,100,55,1,7/23/21 21:03,R_1GvIMg1FcXlbsxV,,,,,33.43389893,-117.6221008,anonymous,EN,2,2,2,,3,,,2,2,1,,4,,39,3,,FP_unforced
7/23/21 21:02,7/23/21 21:04,0,73.204.190.48,100,86,1,7/23/21 21:04,R_2VKq3AxMqGXpEM5,,,,,26.41220093,-80.08750153,anonymous,EN,2,2,2,,3,,,2,1,2,,3,,67,7,,FP_unforced
7/23/21 21:02,7/23/21 21:04,0,76.111.237.64,100,63,1,7/23/21 21:04,R_1gu8QAZ79NQHw8G,,,,,26.11659241,-80.31919861,anonymous,EN,2,2,2,1,,,,1,2,1,,3,,21,4,,TP_unforced
7/23/21 21:02,7/23/21 21:04,0,207.179.220.123,100,64,1,7/23/21 21:04,R_5ux9JRZnyAFRn6V,,,,,40.78439331,-89.43090057,anonymous,EN,2,2,2,,,1,,1,1,2,,3,,68,5,,TP_forced
7/23/21 21:02,7/23/21 21:04,0,50.36.184.128,100,126,1,7/23/21 21:04,R_2P4C6MqfP8YA3Ar,,,,,43.12600708,-82.82949829,anonymous,EN,2,2,2,1,,,,1,2,2,,3,,52,2,,TP_unforced
7/23/21 21:02,7/23/21 21:04,0,68.105.70.212,100,111,1,7/23/21 21:04,R_UScfAhntTEaRb0d,,,,,32.60650635,-117.0579987,anonymous,EN,2,2,2,,,,1,,1,1,,4,,31,4,,FP_forced
7/23/21 21:02,7/23/21 21:04,0,152.86.88.32,100,99,1,7/23/21 21:04,R_3njiAA8tRBwHQol,,,,,36.3125,-82.3769989,anonymous,EN,2,2,2,,,,2,,1,1,,3,,74,5,,FP_forced
7/23/21 21:02,7/23/21 21:04,0,99.22.32.181,100,95,1,7/23/21 21:04,R_AhfFK6xJtvdlxol,,,,,34.58909607,-86.99089813,anonymous,EN,2,2,2,,1,,,,2,1,,3,,24,3,,FP_unforced
7/23/21 21:02,7/23/21 21:04,0,50.238.174.58,100,99,1,7/23/21 21:04,R_27WOE9NFJx1xGHT,,,,,42.89840698,-85.72229767,anonymous,EN,2,2,2,2,,,,1,2,1,,3,,19,3,,TP_unforced
7/23/21 21:03,7/23/21 21:04,0,71.104.56.135,100,42,1,7/23/21 21:04,R_V5cKSNBmjOrwiRz,,,,,40.79379272,-74.4878006,anonymous,EN,2,2,2,,,,2,2,1,1,,2,,31,4,,FP_forced
7/23/21 21:02,7/23/21 21:04,0,174.53.41.78,100,101,1,7/23/21 21:04,R_2WVGsN4MfHXE78t,,,,,34.81080627,-92.22489929,anonymous,EN,2,2,2,,3,,,2,2,2,,3,,31,1,,FP_unforced
